StockCode,GCode,Vendor,PartNo,Description,RRP,ETA,Block1_Price,Block2_Price,Block3_Price,ProductGroup,Stock,EAN,UPC,APN
PRIME B760M-A WIFI-CSM,DZ00110377,Asus,90MB1EL0-M1UAYC,ASUS PRIME B760M-A WIFI-CSM DDR5 MOTHERBOARD,335,,209,209,209,Motherboard,30,,1.97105E+11,
PRIME B850M-A WIFI-CSM,DZ00112912,Asus,90MB1LN0-M0UAYC,"PRIME B850M-A WIFI-CSM//SOCKET AM5,B850,USB10G,WIFI6E,MOTHERBOARD",405,,305,305,305,Motherboard,30,4.71164E+12,1.99291E+11,
PRIME B860M-A WIFI-CSM,DZ00111709,Asus,90MB1JY0-M0UAYC,ASUS PRIME B860M-A WIFI-CSM MOTHERBOARD,489,,269,269,269,Motherboard,25,,1.97106E+11,
PRIME H610M-A WIFI D4,87292,Asus,90MB1C80-M2UAY0,ASUS PRIME H610M-A WIFI D4 INTEL H610 LGA1700 MIC-ATX MOTHERBOARD WITH DDR4 PCIE 4.0 DUAL M.2 SLOTS INTEL 1 GB ETHERNET WIFI 5 DISPLAYPORT,235,,165,165,165,Motherboard,30,,PRIME H610M-A WIFI D4,
PRIME H810M-A WIFI-CSM,DZ00113357,Asus,90MB1KJ0-M0UAYC,"ASUS PRIME H810M-A WIFI-CSM//LGA1851, H810, USB10G, SATA, MOTHERBOARD",245,,159,159,159,Motherboard,30,4.71139E+12,1.97106E+11,
PRIME LC 360 ARGB LCD,DZ00112829,Asus,90RC00Z1-B0UAY0,ASUS PRIME LC 360 ARGB LCD AIO COOLER,325,,215,215,215,PC Power Supply And Cooling,1,4.71108E+12,1.95554E+11,
PRIME LC 360 ARGB WHT,DZ00112827,Asus,90RC0102-B0UAY0,ASUS PRIME LC 360 ARGB WHT AIO COOLER,255,,159,159,159,PC Power Supply And Cooling,2,4.71139E+12,1.97106E+11,
PRIME LC 360 ARGB,DZ00112828,Asus,90RC0101-B0UAY0,ASUS PRIME LC 360 ARGB AIO COOLER,225,,149,149,149,PC Power Supply And Cooling,6,4.71108E+12,1.95554E+11,
PRIME X870-P WIFI-CSM,DZ00111679,Asus,90MB1IS0-M0UAYC,ASUS PRIME AMD X870-P 192GB DDR5 WIFI-CSM MOTHERBOARD,785,,425,425,425,Motherboard,12,,1.97106E+11,
PRIME Z890M-PLUS WIFI-CSM,DZ00111302,Asus,90MB1J80-M0UAYC,ASUS PRIME Z890M-PLUS WIFI-CSM MOTHERBOARD,525,,379,379,379,Motherboard,7,,1,
PRIME-RTX5060TI-16G,DZ00112477,Asus,90YV0MH3-M0NA00,ASUS PRIME-RTX5060TI-16G GRAPHICS CARD,1099,,999,999,999,Graphics Card,7,1,1,
PRIME-RTX5070-O12G,DZ00112000,Asus,90YV0M10-M0NA00,ASUS PRIME-RTX5070-O12G GRAPHICS CARD,1529,,1225,1225,1225,Graphics Card,4,,0000,
PRIME-RTX5070-O12G-WHITE,DZ00113083,Asus,90YV0M19-M0NA00,ASUS PRIME-RTX5070-O12G-WHITE GRAPHICS CARD,1599,,1219,1219,1219,Graphics Card,3,4.71164E+12,1.99291E+11,
PRIME-RTX5070TI-16G,DZ00112171,Asus,90YV0MF1-M0NA00,ASUS PRIME-RTX5070TI-16G GRAPHICS CARD,1999,15/08/2026,1669,1669,1669,Graphics Card,0,4.71139E+12,1.97106E+11,
PRIME-RTX5070TI-O16G,DZ00111998,Asus,90YV0MF0-M0NA00,ASUS PRIME-RTX5070TI-O16G GRAPHICS CARD,2019,TBC,1719,1719,1719,Graphics Card,0,,0000,
PRIME-RTX5080-16G,DZ00112170,Asus,90YV0LX1-M0NA00,ASUS PRIME-RTX5080-16G GRAPHICS CARD,2699,TBC,2279,2279,2279,Graphics Card,0,4.71139E+12,1.97106E+11,
PRIME-RTX5080-O16G,DZ00111905,Asus,90YV0LX0-M0NA00,ASUS PRIME-RTX5080-O16G GRAPHICS CARD,2999,15/08/2026,2319,2319,2319,Graphics Card,0,,PRIME-RTX5080-O16G,
PRIME-RX9070XT-O16G,DZ00112252,Asus,90YV0L71-M0NA00,ASUS PRIME-RX9070XT-O16G GRAPHICS CARD,1629,,1199,1199,1199,Graphics Card,11,4.71139E+12,1.97106E+11,
PRO WS TRX50-SAGE WIFI,DZ00110166,Asus,90MB1FZ0-M0UAY0,ASUS PRO WS TRX50-SAGE WIFI MOTHERBORD,2399,TBC,1679,1679,1679,Motherboard,0,,1,
ProArt X870E-CREATOR WIFI,DZ00111521,Asus,90MB1IG0-M0UAY0,ASUS ProArt X870E-CREATOR WIFI AM5 AMD MOTHERBOARD,1319,,1012,1012,1012,Motherboard,1,,1.97106E+11,
RC21-02270200-R3M1,DZ00113369,Razer,RC21-02270200-R3M1,RAZER CORE X V2 (THUNDERBOLT 5 - EXTERNAL GRAPHICS ENCLOSURE W/O PSU) - FRML PACKAGING,679.95,,550,550,550,Game Console - Controller And Accessory,B,,8.88791E+12,
RC21-02300100-R3GW,DZ00112130,Razer,RC21-02300100-R3GW,RAZER LAPTOP COOLING PAD,279.95,,235,235,235,Game Console - Controller And Accessory,30,,8.88791E+12,
RC81-04340101-R3M1,DZ00111246,Razer,RC81-04340101-R3M1,RAZER FREYJA - HD HAPTIC GAMING CUSHION - FRML PACKAGING,629.95,,466,466,466,Game Console - Controller And Accessory,3,,8.88791E+12,
RC81-04350101-R3M1,DZ00113007,Razer,RC81-04350101-R3M1,RAZER CLIO - THX SPATIAL AUDIO-ENABLED WIRELESS SPEAKER HEAD CUSHION - FRML PACKAGING,399.95,TBC,289,289,289,Headset And Microphone,0,,8.88791E+12,
RNUC13ANHH500000I,DZ00113062,Asus,90AR00C1-M002X0,ASUS NUC 13 PRO ARENA CANYON TALL KIT (L6) RAPTOR LAKE-P RPL-P 28W (I5-13420H) AX211.NGWG NV - NO CORD REQUIRES AC06C05AU,899,TBC,579,579,579,Desktop PC - Commercial,0,4.71139E+12,1.97106E+11,
RNUC14RVHV700000I,DZ00110510,Asus,90AR0072-M00250,ASUS NUC 14 PRO TALL BAREBONES KIT INTEL CORE ULTRA 7 165H 28W 2 X SODIMM DDR5 5600 SLOT 1 X M.2 SLOT WIFI 6E BLUETOOTH VPRO 3YR WTY,1999,,1148.29,1148.29,1148.29,Desktop PC - Commercial,19,4.71139E+12,1.97105E+11,
RNUC14RVKU500000I,DZ00110509,Asus,90AR0062-M00060,ASUS NUC 14 PRO SLIM BAREBONES KIT INTEL CORE ULTRA 5 125H 28W 2 X SODIMM DDR5 5600 SLOT 1 X M.2 SLOT WIFI 6E BLUETOOTH 3YR WTY,999,TBC,649,649,649,Desktop PC - Commercial,0,4.71139E+12,1.97105E+11,
RNUC15CRHC500004,DZ00112301,Asus,90AR00Q2-M001C0,"ASUS NUC 15 PRO CYBER CANYON INTEL CORE 5 210H 25W, WIFI 7 BE202, BLUETOOTH, TALL KIT WITH POWER CORD",1039,,613.52,613.52,613.52,Desktop PC - Commercial,1,4.71139E+12,1.97106E+11,
RNUC15CRHC700004,DZ00112300,Asus,90AR00Q2-M001D0,"ASUS NUC 15 PRO CYBER CANYON INTEL CORE 7 240H 25W, WIFI 7 BE202, BLUETOOTH, TALL KIT WITH POWER CORD",1329,,796.34,796.34,796.34,Desktop PC - Commercial,30,4.71139E+12,1.97106E+11,
RNUC15CRHU500004I,DZ00112142,Asus,90AR00Q2-M001F0,ASUS NUC 15 PRO TALL BAREBONES KIT INTEL CORE U5-225H 28W 2 X SO-DIMM SLOT WIFI 7 BE201 BLUETOOTH WITH POWER CORD,1129,,710.02,710.02,710.02,Desktop PC - Commercial,30,4.71139E+12,1.97106E+11,
RNUC15CRHU700004I,DZ00112143,Asus,90AR00Q2-M001H0,ASUS NUC 15 PRO TALL BAREBONES KIT INTEL CORE U7-255H 28W 2 X SO-DIMM SLOT  WIFI 7 BE201 BLUETOOTH WITH POWER CORD,1469,,906.88,906.88,906.88,Desktop PC - Commercial,21,4.71139E+12,1.97106E+11,
RNUC15CRKC500004,DZ00112303,Asus,90AR00R2-M001A0,"ASUS NUC 15 PRO CYBER CANYON INTEL CORE 5 210H  CTDP 25W, WIFI 7 BE202, BLUETOOTH, SLIM KIT WITH POWER CORD",1019,TBC,580.54,580.54,580.54,Desktop PC - Commercial,0,4.71139E+12,1.97106E+11,
RNUC15CRKC700004,DZ00112302,Asus,90AR00R2-M001B0,"ASUS NUC 15 PRO CYBER CANYON INTEL CORE 7 240H  CTDP 25W, WIFI 7 BE202, BLUETOOTH, SLIM KIT WITH POWER CORD",1299,,778.71,778.71,778.71,Desktop PC - Commercial,28,4.71139E+12,1.97106E+11,
RNUC15CRKU500004I,DZ00112140,Asus,90AR00R2-M001D0,ASUS NUC 15 PRO SLIM BAREBONES KIT INTEL CORE U5-225H 28W 2 X SO-DIMM SLOT 1 X M.2 SLOT WIFI 7 BE201 BLUETOOTH WITH POWER CORD,1099,,687.99,687.99,687.99,Desktop PC - Commercial,9,4.71139E+12,1.97106E+11,
RNUC15CRKU700004I,DZ00112141,Asus,90AR00R2-M001E0,"ASUS NUC 15 PRO SLIM BAREBONES KIT, INTEL CORE U7-255H 28W, 2 X SO-DIMM SLOT,  WIFI 7 BE201, BLUETOOTH,WITH POWER CORD",1449,,889.11,889.11,889.11,Desktop PC - Commercial,22,4.71139E+12,1.97106E+11,
ROG CROSSHAIR X870E HERO,DZ00111517,Asus,90MB1IE0-M0UAY0,ASUS ROG CROSSHAIR X870E HERO AM5 AMD MOTHERBOARD,1645,,1267,1267,1267,Motherboard,4,,1.97106E+11,
ROG RYUO IV SLC 360 ARGB,DZ00112826,Asus,90RC0151-B0UAY0,ASUS ROG RYUO IV SLC 360 ARGB AIO COOLER,699,,468,468,468,PC Power Supply And Cooling,5,4.71139E+12,1.97106E+11,
ROG STRIX X870-A GAMING WIFI,DZ00111520,Asus,90MB1IF0-M0UAY0,ASUS ROG STRIX X870-A GAMING WIFI AM5 AMD MOTHERBOARD,869,,668,668,668,Motherboard,2,,1.97106E+11,
ROG STRIX X870-I GAMING WIFI,DZ00111522,Asus,90MB1IW0-M0UAY0,ASUS ROG STRIX X870-I GAMING WIFI AM5 AMD MOTHERBOARD,1099,,799,799,799,Motherboard,3,,1.97106E+11,
ROG STRIX Z890-F GAMING WIFI,DZ00111298,Asus,90MB1I40-M0UAY0,ASUS ROG STRIX Z890-F GAMING WIFI MOTHERBOARD,1099,TBC,769,769,769,Motherboard,0,,1,
ROG STRIX Z890-I GAMING WIFI,DZ00111303,Asus,90MB1IC0-M0UAY1,ASUS ROG STRIX Z890-I GAMING WIFI MOTHERBOARD,1159,,699,699,699,Motherboard,5,,1,
ROG-ASTRAL-RTX5090-O32G-GAMING,DZ00111993,Asus,90YV0LW0-M0NA00,ASUS ROG-ASTRAL-RTX5090-O32G-GAMING GRAPHICS CARD,6599,TBC,6935,6935,6935,Graphics Card,0,,1,
ROG-STRIX-1000P-GAMING,DZ00112409,Asus,90YE00W1-B0ZA00,ASUS ROG-STRIX-1000P-GAMING PSU 10 YEARS WARRANTY,440,,329,329,329,PC Power Supply And Cooling,5,,1.97106E+11,
ROG-STRIX-1000P-GAMING-WHITE,DZ00112408,Asus,90YE00W4-B0ZA00,ASUS ROG-STRIX-1000P-GAMING-WHITE PSU 10 YEARS WARRANTY,455,TBC,319,319,319,PC Power Supply And Cooling,0,,1.97106E+11,
ROG-STRIX-1200P-GAMING,DZ00112407,Asus,90YE00W0-B0ZA00,ASUS TUF ROG STRIX 1200W PLATINUM PSU 10 YEARS WARRANTY,489,,359,359,359,PC Power Supply And Cooling,9,,1.97106E+11,
ROG-THOR-1000P3-GAMING,DZ00112411,Asus,90YE00V3-B0ZA00,ASUS ROG THOR 1000W PLATINUM III PSU 10 YEARS WARRANTY,819,,599,599,599,PC Power Supply And Cooling,6,,1.97106E+11,
ROG-THOR-1200P3-GAMING,DZ00112410,Asus,90YE00V2-B0ZA00,ASUS ROG THOR 1200W PLATINUM III PSU 10 YEARS WARRANTY,819,,619,619,619,PC Power Supply And Cooling,7,,1.97106E+11,
ROOF-RACK-MOUNT,DZ00111728,STARL,02990000,STARLINK MINI ROOF RACK MOUNT,65,TBC,50.87,50.87,50.87,Network Device,0,,8.5005E+11,
RS100-100APS,DZ00112073,Netgear,RS100-100APS,NETGEAR NIGHTHAWK WIFI 7 BE3600 DUAL-BAND WIFI 7 ROUTER (RS100) 2Y WTY,275,TBC,191.44,191.44,191.44,Network Device,0,,6.06449E+11,
RS200-100APS,DZ00111260,Netgear,RS200-100APS,NETGEAR NIGHTHAWK WIFI 7 BE6500 DUAL-BAND WIFI 7 ROUTER (RS200),519,,354.04,354.04,354.04,Network Device,1,,6.06449E+11,
RS300-100APS,DZ00110820,Netgear,RS300-100APS,NETGEAR RS300-100APS NIGHTHAWKWIFI 7 BE9300 TRI-BAND WIFI 7 ROUTER (RS300),679,TBC,464.91,464.91,464.91,Network Device,0,,6.06449E+11,
RS600-100APS,DZ00111261,Netgear,RS600-100APS,NETGEAR NIGHTHAWK WIFI 7 BE18000 TRI-BAND WIFI 7 ROUTER (RS600),919,TBC,627.52,627.52,627.52,Network Device,0,,6.06449E+11,
RS700S-100APS,89830,Netgear,RS700S-100APS,NETGEAR NIGHTHAWK WIFI 7 BE1900 12-STREAM TRI-BAND WIFI 7 ROUTER (RS700S),1399,TBC,960.13,960.13,960.13,Network Device,0,6.06449E+11,6.06449E+11,
RZ01-03600100-R3A1,DZ00110749,Razer,RZ01-03600100-R3A1,RAZER NAGA V2 HYPERSPEED - WIRELESS MMO GAMING MOUSE - AP PACKAGING,209.95,,161.67,161.67,161.67,Mouse,30,,8.88642E+12,
RZ01-03850100-R3M1,84408,Razer,RZ01-03850100-R3M1,RAZER DEATHADDER ESSENTIAL - ERGONOMIC WIRED GAMING MOUSE - FRML PACKAGING,69.95,,40.64,40.64,40.64,Mouse,30,888 64193 3326 5,,
RZ01-03850200-R3M1,84409,Razer,RZ01-03850200-R3M1,RAZER DEATHADDER ESSENTIAL WHITE EDITION - ERGONOMIC WIRED GAMING MOUSE - FRML PACKAGING,69.95,,40.64,40.64,40.64,Mouse,30,8.88642E+12,,
RZ01-03900100-R3M1,DZ00112985,Razer,RZ01-03900100-R3M1,RAZER PRO CLICK V2 - ERGONOMIC WIRELESS MOUSE FOR WORK - FRML PACKAGING,219.95,,141.24,141.24,141.24,Mouse,15,,8.88642E+12,
RZ01-04000100-R3M1,85155,Razer,RZ01-04000100-R3M1,RAZER BASILISK V3 - ERGONOMIC WIRED GAMING MOUSE - FRML PACKAGING,127.95,,77.6,77.6,77.6,Mouse,14,,8.88642E+12,
RZ01-04310100-R3A1,DZ00112987,Razer,RZ01-04310100-R3A1,RAZER BASILISK MOBILE - WIRELESS MOBILE GAMING MOUSE - AP PACKAGING,199.95,,127.12,127.12,127.12,Mouse,6,,8.88642E+12,
RZ01-04550100-R3A1,DZ00113684,Razer,RZ01-04550100-R3A1,RAZER VIPER V3 PRO SE - WIRELESS ESPORTS GAMING MOUSE - AP PACKAGING,219,,153.14,153.14,153.14,Mouse,30,,8.88642E+12,
RZ01-04620100-R3A1,87086,Razer,RZ01-04620100-R3A1,RAZER BASILISK V3 PRO - ERGONOMIC WIRELESS GAMING MOUSE - AP PACKAGING,339.95,,243.91,243.91,243.91,Mouse,30,,8.88642E+12,
RZ01-04630100-R3A1,87083,Razer,RZ01-04630100-R3A1,RAZER DEATHADDER V3 PRO - ERGONOMIC WIRELESS GAMING MOUSE - AP PACKAGING,319,,228.85,228.85,228.85,Mouse,30,888 64193 3406 4,888 64193 3406 4,888 64193 340
RZ01-04640100-R3M1,87085,Razer,RZ01-04640100-R3M1,RAZER DEATHADDER V3 - ERGONOMIC WIRED GAMING MOUSE - FRML PACKAGING,139.95,,110.86,110.86,110.86,Mouse,30,,8.88642E+12,
RZ01-04650100-R3M1,88619,Razer,RZ01-04650100-R3M1,RAZER COBRA - WIRED GAMING MOUSE - FRML PACKAGING,89.95,,66.51,66.51,66.51,Mouse,30,8.88642E+12,,
RZ01-04870100-R3A1,88451,Razer,RZ01-04870100-R3A1,RAZER BASILISK V3 X HYPERSPEED - WIRELESS ERGONOMIC GAMING MOUSE - AP PACKAGING,144.95,,110.86,110.86,110.86,Mouse,30,,8.88642E+12,
RZ01-04910100-R3M1,89642,Razer,RZ01-04910100-R3M1,RAZER VIPER V3 HYPERSPEED - WIRELESS ESPORTS GAMING MOUSE - FRML PACKAGING,145.95,,105.63,105.63,105.63,Mouse,30,,8.88642E+12,
RZ01-05120100-R3A1,DZ00110245,Razer,RZ01-05120100-R3A1,RAZER VIPER V3 PRO - WIRELESS ESPORTS GAMING MOUSE - AP PACKAGING,329,,245,245,245,Mouse,30,,8.88642E+12,
RZ01-05120200-R3A1,DZ00110246,Razer,RZ01-05120200-R3A1,RAZER VIPER V3 PRO - WIRELESS ESPORTS GAMING MOUSE (WHITE EDITION) - AP PACKAGING,329,,245,245,245,Mouse,30,,8.88642E+12,
RZ01-05120400-R3M1,DZ00111741,Razer,RZ01-05120400-R3M1,RAZER VIPER V3 PRO SENTINELS EDITION - WIRELESS ESPORTS GAMING MOUSE,339.95,TBC,224.36,224.36,224.36,Mouse,0,,8.88642E+12,
RZ01-05120500-R3M1,DZ00113076,Razer,RZ01-05120500-R3M1,RAZER VIPER V3 PRO - WIRELESS ESPORTS GAMING MOUSE - FAKER EDITION - FRML PACKAGING,339.95,,262.37,262.37,262.37,Mouse,5,,8.88642E+12,
RZ01-05140100-R3A1,DZ00110746,Razer,RZ01-05140100-R3A1,RAZER DEATHADDER V3 HYPERSPEED - WIRELESS ESPORTS GAMING MOUSE - AP PACKAGING,209.95,,153.85,153.85,153.85,Mouse,29,,8.88642E+12,
RZ01-05230100-R3M1,DZ00112094,Razer,RZ01-05230100-R3M1,RAZER BASILISK V3 35K - ERGONOMIC WIRED GAMING MOUSE,169.95,,125,125,125,Mouse,17,,8.88642E+12,
RZ01-05240100-R3A1,DZ00112095,Razer,RZ01-05240100-R3A1,RAZER BASILISK V3 PRO 35K - ERGONOMIC WIRELESS GAMING MOUSE,319.95,,242.35,242.35,242.35,Mouse,30,,8.88642E+12,
RZ01-05240200-R3A1,DZ00112096,Razer,RZ01-05240200-R3A1,RAZER BASILISK V3 PRO 35K - ERGONOMIC WIRELESS GAMING MOUSE - WHITE EDITION,319.95,31/07/2026,242.35,242.35,242.35,Mouse,0,,8.88642E+12,
RZ01-05250100-R3A1,DZ00112986,Razer,RZ01-05250100-R3A1,RAZER PRO CLICK V2 - WIRELESS PRODUCTIVITY MOUSE - VERTICAL EDITION - AP PACKAGING,249.95,31/07/2026,171.85,171.85,171.85,Mouse,0,,8.88642E+12,
RZ01-05570100-R3A1,DZ00112873,Razer,RZ01-05570100-R3A1,RAZER COBRA HYPERSPEED - WIRELESS GAMING MOUSE - AP PACKAGING,219.95,,148.31,148.31,148.31,Mouse,6,,8.88791E+12,
RZ01-05630100-R3A1,DZ00113682,Razer,RZ01-05630100-R3A1,RAZER VIPER V4 PRO - WIRELESS ESPORTS GAMING MOUSE - AP PACKAGING,329,31/07/2026,243.88,243.88,243.88,Mouse,0,,8.88791E+12,
RZ01-05630200-R3A1,DZ00113683,Razer,RZ01-05630200-R3A1,RAZER VIPER V4 PRO - WIRELESS ESPORTS GAMING MOUSE - WHITE EDITION - AP PACKAGING,329,31/07/2026,223.77,223.77,223.77,Mouse,0,,8.88791E+12,
RZ02-03330200-R3M1,82152,Razer,RZ02-03330200-R3M1,RAZER GIGANTUS V2 - SOFT GAMING MOUSE MAT MEDIUM - FRML PACKAGING,29.95,,18.47,18.47,18.47,Mouse,30,,888 64193 1853 8,
RZ02-03330300-R3M1,82153,Razer,RZ02-03330300-R3M1,RAZER GIGANTUS V2 - SOFT GAMING MOUSE MAT LARGE - FRML PACKAGING,39.95,,27.34,27.34,27.34,Mouse,30,,8.88642E+12,
RZ02-03330400-R3M1,82154,Razer,RZ02-03330400-R3M1,RAZER GIGANTUS V2 - SOFT GAMING MOUSE MAT XXL - FRML PACKAGING,69.95,,51.73,51.73,51.73,Mouse,30,,8.88642E+12,
RZ02-03330500-R3M1,82155,Razer,RZ02-03330500-R3M1,RAZER GIGANTUS V2 - SOFT GAMING MOUSE MAT 3XL - FRML PACKAGING,119.95,TBC,88.69,88.69,88.69,Mouse,0,,8.88642E+12,
RZ03-03390100-R3M1,82477,Razer,RZ03-03390100-R3M1,RAZER HUNTSMAN MINI - 60% OPTICAL GAMING KEYBOARD (CLICKY PURPLE SWITCH) - FRML PACKAGING,209.95,,155.21,155.21,155.21,Keyboard,30,,888 64193 4573 2,
RZ03-03390200-R3M1,84606,Razer,RZ03-03390200-R3M1,RAZER HUNTSMAN MINI - 60% OPTICAL GAMING KEYBOARD (LINEAR RED SWITCH) - FRML PACKAGING,209.99,,155.21,155.21,155.21,Keyboard,30,,8.88642E+12,
RZ03-03390300-R3M1,82478,Razer,RZ03-03390300-R3M1,RAZER HUNTSMAN MINI - MERCURY EDITION - 60% OPTICAL GAMING KEYBOARD (CLICKY PURPLE SWITCH) - FRML PACKAGING,209.99,,155.21,155.21,155.21,Keyboard,30,,888 64193 4575 6,
RZ03-03390400-R3M1,84607,Razer,RZ03-03390400-R3M1,RAZER HUNTSMAN MINI - MERCURY EDITION - 60% OPTICAL GAMING KEYBOARD (LINEAR RED SWITCH) - FRML PACKAGING,209.95,,155.21,155.21,155.21,Keyboard,10,,8.88642E+12,
RZ03-04460100-R3M1,86426,Razer,RZ03-04460100-R3M1,RAZER ORNATA V3 - LOW PROFILE GAMING KEYBOARD - US LAYOUT - FRML,149.95,,110.86,110.86,110.86,Keyboard,30,,,
RZ03-04470100-R3M1,86415,Razer,RZ03-04470100-R3M1,RAZER ORNATA V3 X - LOW PROFILE GAMING KEYBOARD - US LAYOUT - FRML,89.95,,66.51,66.51,66.51,Keyboard,30,,8.88642E+12,
RZ03-04700100-R3M1,89020,Razer,RZ03-04700100-R3M1,RAZER BLACKWIDOW V4 X - MECHANICAL GAMING KEYBOARD (GREEN SWITCH) - US LAYOUT - FRML,279.95,,206.95,206.95,206.95,Keyboard,12,,8.88791E+12,
RZ03-04704300-R3M1,DZ00113183,Razer,RZ03-04704300-R3M1,RAZER BLACKWIDOW V4 X - MECHANICAL GAMING KEYBOARD (GREEN SWITCH) - ZENLESS ZONE ZERO EDITION - US LAYOUT - FRML PACKAGING,349.95,TBC,270,270,270,Keyboard,0,,8.90791E+12,
RZ03-04880100-R3M1,88121,Razer,RZ03-04880100-R3M1,RAZER ORNATA V3 TENKEYLESS - LOW PROFILE GAMING KEYBOARD - US LAYOUT - FRML,139.95,,103.47,103.47,103.47,Keyboard,25,,8.88791E+12,
RZ03-04990100-R3M1,89637,Razer,RZ03-04990100-R3M1,RAZER HUNTSMAN V3 PRO MINI - 60% ANALOG OPTICAL ESPORTS KEYBOARD - US LAYOUT - FRML,389.99,,288.25,288.25,288.25,Keyboard,30,,8.88791E+12,
RZ03-05270100-R3M1,DZ00112975,Razer,RZ03-05270100-R3M1,RAZER BLACKWIDOW V4 LOW-PROFILE HYPERSPEED - WIRELESS LOW-PROFILE MECHANICAL GAMING KEYBOARD (GREEN CLICKY SWITCH) - US LAYOUT - FRML,449.95,,282.49,282.49,282.49,Keyboard,20,,8.88642E+12,
RZ03-05270800-R3M1,DZ00112976,Razer,RZ03-05270800-R3M1,RAZER BLACKWIDOW V4 LOW-PROFILE HYPERSPEED - WIRELESS LOW-PROFILE MECHANICAL GAMING KEYBOARD (ORANGE TACTILE SWITCH) - US LAYOUT - FRML,449.95,,282.49,282.49,282.49,Keyboard,8,,8.88791E+12,
RZ03-05271500-R3M1,DZ00112977,Razer,RZ03-05271500-R3M1,RAZER BLACKWIDOW V4 LOW-PROFILE HYPERSPEED - WIRELESS LOW-PROFILE MECHANICAL GAMING KEYBOARD (YELLOW LINEAR SWITCH) - US LAYOUT - FRML,449.95,,277.78,277.78,277.78,Keyboard,22,,8.88791E+12,
RZ03-05450100-R3M1,DZ00112980,Razer,RZ03-05450100-R3M1,RAZER BLACKWIDOW V4 LOW-PROFILE TENKEYLESS HYPERSPEED - WIRELESS LOW-PROFILE MECHANICAL GAMING KEYBOARD (YELLOW LINEAR SWITCH) - US LAYOUT - FRML,379.95,TBC,237.76,237.76,237.76,Keyboard,0,,8.88791E+12,
RZ03-05450500-R3M1,DZ00112978,Razer,RZ03-05450500-R3M1,RAZER BLACKWIDOW V4 LOW-PROFILE TENKEYLESS HYPERSPEED - WIRELESS LOW-PROFILE MECHANICAL GAMING KEYBOARD (GREEN CLICKY SWITCH) - US LAYOUT - FRML,379.95,,244.82,244.82,244.82,Keyboard,20,,8.88791E+12,
RZ03-05450700-R3M1,DZ00112979,Razer,RZ03-05450700-R3M1,RAZER BLACKWIDOW V4 LOW-PROFILE TENKEYLESS HYPERSPEED - WIRELESS LOW-PROFILE MECHANICAL GAMING KEYBOARD (ORANGE TACTILE SWITCH) - US LAYOUT - FRML,379.95,,244.82,244.82,244.82,Keyboard,15,,8.88791E+12,
RZ03-05520100-R3M1,DZ00113262,Razer,RZ03-05520100-R3M1,RAZER HUNTSMAN V3 PRO TENKEYLESS 8KHZ - ANALOG OPTICAL ESPORTS KEYBOARD - US LAYOUT - FRML,479.95,31/07/2026,345,345,345,Keyboard,0,,8.88791E+12,
RZ03-05521000-R3M1,DZ00113264,Razer,RZ03-05521000-R3M1,RAZER HUNTSMAN V3 PRO TENKEYLESS 8KHZ - ANALOG OPTICAL ESPORTS KEYBOARD - WHITE EDITION - US LAYOUT - FRML,479.95,TBC,345,345,345,Keyboard,0,,8.88791E+12,
RZ03-05530100-R3M1,DZ00113261,Razer,RZ03-05530100-R3M1,RAZER HUNTSMAN V3 PRO 8KHZ - ANALOG OPTICAL ESPORTS KEYBOARD - US LAYOUT - FRML,519.95,,370,370,370,Keyboard,15,8.88791E+12,8.88791E+12,
RZ04-03240100-R3M1,82479,Razer,RZ04-03240100-R3M1,RAZER BLACKSHARK V2 X - MULTI-PLATFORM WIRED ESPORTS HEADSET - FRML PACKAGING,119.95,,75,75,75,Headset And Microphone,30,,888 64193 7839 6,
RZ04-03240700-R3M1,87684,Razer,RZ04-03240700-R3M1,RAZER BLACKSHARK V2 X - WIRED GAMING HEADSET - WHITE - FRML PACKAGING,119.95,,66.51,66.51,66.51,Headset And Microphone,30,8.88642E+12,8.88642E+12,
RZ04-03240900-R3M1,DZ00110238,Razer,RZ04-03240900-R3M1,RAZER BLACKSHARK V2 X (XBOX LICENSED) - WIRED CONSOLE ESPORTS HEADSET - BLACK - FRML PACKAGING,109.95,31/07/2026,99,99,99,Headset And Microphone,0,,8.88791E+12,
RZ04-03241000-R3G1,DZ00110497,Razer,RZ04-03241000-R3G1,RAZER BLACKSHARK V2 X FOR PLAYSTATION - WIRED CONSOLE ESPORTS HEADSET - BLACK - EU + ANZ PACKAGING,109.95,31/07/2026,99,99,99,Headset And Microphone,0,,8.88791E+12,
RZ04-04430100-R3M1,88092,Razer,RZ04-04430100-R3M1,RAZER BARRACUDA X (2022) - WIRELESS MULTI-PLATFORM GAMING AND MOBILE HEADSET - FRML PACKAGING,179.95,,147.82,147.82,147.82,Headset And Microphone,30,,8.88642E+12,
RZ04-04430200-R3M1,88093,Razer,RZ04-04430200-R3M1,RAZER BARRACUDA X (2022) - WIRELESS MULTI-PLATFORM GAMING AND MOBILE HEADSET - MERCURY WHITE - FRML PACKAGING,199.95,,147.82,147.82,147.82,Headset And Microphone,30,,8.88642E+12,
RZ04-04530100-R3M1,88628,Razer,RZ04-04530100-R3M1,RAZER BLACKSHARK V2 PRO (2023) - WIRELESS GAMING HEADSET - FRML PACKAGING,409.99,,273.47,273.47,273.47,Headset And Microphone,30,,8.88791E+12,
