StockCode,GCode,Vendor,PartNo,Description,RRP,ETA,Block1_Price,Block2_Price,Block3_Price,ProductGroup,Stock,EAN,UPC,APN
P1503CVA-S71886X,DZ00113144,Asus,90NX0881-M024E0,"ASUS P1503CVA-S71886X INTEL I5-13420H 15.6"" FHD 16:9 DDR5 16G 512G 2280 PCIE G4 NON TOUCH SCREEN MISTY GREY WIN11 PRO 1Y ON-SITE EXPERTBOOK",1595.00,TBC,1274.54,1274.54,1274.54,Notebook - Commercial,0,4711636244091,199291244092,
P440VAK-BPC183W,DZ00112435,Asus,90PT03X5-M01MF0,"ASUS P440VAK-BPC183W 23.8"" FHD INTEL I5-13420H 16GB DDR5 256GB PCIE 4.0 SSD WIFI 6E WIN 11  HOME BLK AIO DESKTOP PC 3Y ONSITE SERVICE",1549.00,,1223.58,1223.58,1223.58,Desktop PC - Commercial,1,,197105389816,
P500SV-05210H112X,DZ00113664,Asus,90PF05A1-M014D0,ASUS P500SV-05210H112X INTEL 5 210H 16GB U-DDR5 5600 512GB 2280 PCIE USB+MS 180W 80+BRONZE WIN11 PRO 3Y ON-SITE WIFI6E SMALL FORM FACTOR,1599.00,,1223.58,1223.58,1223.58,Desktop PC - Commercial,7,4711636326346,199291326347,
P5405CSA-NZ0207X,DZ00111749,Asus,90NX0861-M00890,""ASUS P5405CSA-NZ0207X INTEL U7 258V 14.0"" WQXGA6:10 LPDDR5X 32G[ON BD.]MOP 1TB 2280 PCIE G4 MISTY GREY TPM WIN11 PRO NZ,3Y ON-SITE  EXPERTBOOK"",2679.00,,2347.04,2347.04,2347.04,Notebook - Commercial,30,,197105783898,
P5405CSA-NZ0973X,DZ00112994,Asus,90NX0861-M01D10,""ASUS P5405CSA-NZ0973X INTEL U7 - 258V 14.0"" WUXGA 16:10 ARC 140V GPU LPDDR5X 32G 512G PCIE NON TOUCH SCREEN GREY TPM WIN11 PRO ,3Y ON-SITE EXPERTBOOK"",2899.00,,2265.06,2265.06,2265.06,Notebook - Commercial,1,,1,
PIPE-ADAPTER,DZ00111721,STARL,04759113,"STANDARD PIPE ADAPTER MOUNT, DESIGNED TO ATTACH TO ANY POLE WITH A MAX DIAMETER OF 63.5 MM, COMPATIBLE WITH STANDARD KIT (LATEST GENERATION)",120.00,TBC,93.91,93.91,93.91,Network Device,0,,850049670197,0850049670197
PIVOT-MOUNT,DZ00111723,STARL,04759105,"STANDARD PIVOT MOUNT, DESIGNED FOR INSTALLATION ON SHINGLED ROOFS, COMPATIBLE WITH STANDARD KIT (LATEST GENERATION)",17.00,TBC,13.30,13.30,13.30,Network Device,0,,850049670210,0850049670210
PM1503CDA-S70233X,DZ00113762,Asus,90NX09D1-M008X0,""ASUS PM1503CDA-S70233X 15.6"" FHD AMD R5 -150 DDR5 16G 512G 2280 PCIE G4 AMD R660M  NON TOUCH SCREEN GREY TPM WIN11 PRO ,1Y ON-SITE EXPERTBOOK"",1699.00,,1699.00,1699.00,1699.00,Notebook - Commercial,30,4711636456043,199291456044,
PM3406CKA-NZ0201X,DZ00112847,Asus,90NX0971-M007F0,""ASUS PM3406CKA-NZ0201X AMD RYZEN AI7 350 14.0"" WQXGA 16:10 DDR5 16G 512G NON TOUCH SCREEN MISTY GREY TPM WIN11 PRO(AIPC),3Y ON-SITE EXPERTBOOK"",2399.00,,1835.76,1835.76,1835.76,Notebook - Commercial,28,1,199291112599,
PM3406CKA-NZ0257X,DZ00112848,Asus,90NX0971-M009J0,""ASUS PM3406CKA-NZ0257X AMD RYZEN AI5 33014.0"" WQXGA 16:10 DDR5 16G 512G NON TOUCH SCREEN MISTY GREY TPM WIN11 PRO(AIPC),3Y ON-SITE EXPERTBOOK"",2199.00,TBC,1682.72,1682.72,1682.72,Notebook - Commercial,0,1,199291112599,
PRIME B550M-A WIFI II,85963,Asus,90MB19X0-M0UAY0,ASUS PRIME B550M-A WIFI II AMD mATX 4XDIMM DDR4 PCI-E 4.0 2XM.2 HDMI DVI-D D-SUB 4XSATA 6 USB3.2 GEN2 3XAJ WIFI6 RGB LIGHTING MOTHERBOARD,299.00,,147.00,147.00,147.00,Motherboard,30,4711081309741,195553309745,
PRIME B650EM-A WIFI,DZ00112911,Asus,90MB1LM0-M0UAY0,"PRIME B650EM-A WIFI//SOCKET AM5,B650,USB10G,WIFI6,AURA,MOTHERBOARD",285.00,,205.00,205.00,205.00,Motherboard,15,4711636077286,199291077287,
PRIME B760M-A WIFI-CSM,DZ00110377,Asus,90MB1EL0-M1UAYC,ASUS PRIME B760M-A WIFI-CSM DDR5 MOTHERBOARD,335.00,,209.00,209.00,209.00,Motherboard,24,,197105131460,
PRIME B850M-A WIFI-CSM,DZ00112912,Asus,90MB1LN0-M0UAYC,"PRIME B850M-A WIFI-CSM//SOCKET AM5,B850,USB10G,WIFI6E,MOTHERBOARD",405.00,,305.00,305.00,305.00,Motherboard,30,4711636051132,199291051133,
PRIME B860M-A WIFI-CSM,DZ00111709,Asus,90MB1JY0-M0UAYC,ASUS PRIME B860M-A WIFI-CSM MOTHERBOARD,489.00,,279.00,279.00,279.00,Motherboard,29,,197105806290,
PRIME H610M-A WIFI D4,87292,Asus,90MB1C80-M2UAY0,ASUS PRIME H610M-A WIFI D4 INTEL H610 LGA1700 MIC-ATX MOTHERBOARD WITH DDR4 PCIE 4.0 DUAL M.2 SLOTS INTEL 1 GB ETHERNET WIFI 5 DISPLAYPORT,235.00,17/06/2026,168.00,168.00,168.00,Motherboard,0,,PRIME H610M-A WIFI D4,
PRIME H810M-A WIFI-CSM,DZ00113357,Asus,90MB1KJ0-M0UAYC,"ASUS PRIME H810M-A WIFI-CSM//LGA1851, H810, USB10G, SATA, MOTHERBOARD",245.00,,168.00,168.00,168.00,Motherboard,30,4711387842539,197105842533,
PRIME LC 360 ARGB LCD,DZ00112829,Asus,90RC00Z1-B0UAY0,ASUS PRIME LC 360 ARGB LCD AIO COOLER,325.00,,215.00,215.00,215.00,PC Power Supply And Cooling,1,4711081885641,195553885645,
PRIME LC 360 ARGB WHT,DZ00112827,Asus,90RC0102-B0UAY0,ASUS PRIME LC 360 ARGB WHT AIO COOLER,255.00,,159.00,159.00,159.00,PC Power Supply And Cooling,2,4711387861509,197105861503,
PRIME LC 360 ARGB,DZ00112828,Asus,90RC0101-B0UAY0,ASUS PRIME LC 360 ARGB AIO COOLER,225.00,,139.00,139.00,139.00,PC Power Supply And Cooling,7,4711081885641,195553885645,
PRIME X870-P WIFI-CSM,DZ00111679,Asus,90MB1IS0-M0UAYC,ASUS PRIME AMD X870-P 192GB DDR5 WIFI-CSM MOTHERBOARD,785.00,04/06/2026,439.00,439.00,439.00,Motherboard,0,,197105718173,
PRIME Z890M-PLUS WIFI-CSM,DZ00111302,Asus,90MB1J80-M0UAYC,ASUS PRIME Z890M-PLUS WIFI-CSM MOTHERBOARD,525.00,,385.00,385.00,385.00,Motherboard,10,,1,
PRIME-RTX5060TI-16G,DZ00112477,Asus,90YV0MH3-M0NA00,ASUS PRIME-RTX5060TI-16G GRAPHICS CARD,1099.00,,1012.00,1012.00,1012.00,Graphics Card,8,1,1,
PRIME-RTX5060TI-O16G,DZ00112422,Asus,90YV0MH2-M0NA00,ASUS PRIME-RTX5060TI-O16G GRAPHICS CARD,1150.00,,989.00,989.00,989.00,Graphics Card,1,,PRIME-RTX5060TI-O16G,
PRIME-RTX5070-O12G,DZ00112000,Asus,90YV0M10-M0NA00,ASUS PRIME-RTX5070-O12G GRAPHICS CARD,1529.00,,1389.00,1389.00,1389.00,Graphics Card,5,,0000,
PRIME-RTX5070-O12G-WHITE,DZ00113083,Asus,90YV0M19-M0NA00,ASUS PRIME-RTX5070-O12G-WHITE GRAPHICS CARD,1599.00,,1239.00,1239.00,1239.00,Graphics Card,3,4711636046121,199291046122,
PRIME-RTX5070TI-16G,DZ00112171,Asus,90YV0MF1-M0NA00,ASUS PRIME-RTX5070TI-16G GRAPHICS CARD,1999.00,,1679.00,1679.00,1679.00,Graphics Card,10,4711387878057,197105878051,
PRIME-RTX5070TI-O16G,DZ00111998,Asus,90YV0MF0-M0NA00,ASUS PRIME-RTX5070TI-O16G GRAPHICS CARD,2019.00,,1729.00,1729.00,1729.00,Graphics Card,5,,0000,
PRIME-RTX5080-16G,DZ00112170,Asus,90YV0LX1-M0NA00,ASUS PRIME-RTX5080-16G GRAPHICS CARD,2699.00,TBC,2279.00,2279.00,2279.00,Graphics Card,0,4711387868409,197105868403,
PRIME-RTX5080-O16G,DZ00111905,Asus,90YV0LX0-M0NA00,ASUS PRIME-RTX5080-O16G GRAPHICS CARD,2999.00,,2297.00,2297.00,2297.00,Graphics Card,6,,PRIME-RTX5080-O16G,
PRIME-RX9070XT-O16G,DZ00112252,Asus,90YV0L71-M0NA00,ASUS PRIME-RX9070XT-O16G GRAPHICS CARD,1629.00,,1299.00,1299.00,1299.00,Graphics Card,29,4711387829585,197105829589,
PRO WS TRX50-SAGE WIFI,DZ00110166,Asus,90MB1FZ0-M0UAY0,ASUS PRO WS TRX50-SAGE WIFI MOTHERBORD,2399.00,TBC,1679.00,1679.00,1679.00,Motherboard,0,,1,
ProArt X870E-CREATOR WIFI,DZ00111521,Asus,90MB1IG0-M0UAY0,ASUS ProArt X870E-CREATOR WIFI AM5 AMD MOTHERBOARD,1319.00,TBC,990.00,990.00,990.00,Motherboard,0,,197105730786,
RAX36S-100APS,89567,Netgear,RAX36S-100APS,NETGEAR NIGHTHAWK AX3000 AX4 S-STREAM WIFI 6 ROUTER (RAX36S) NETGEAR ARMOR 1 YEAR SUBSCRIPTION,229.00,,139.51,139.51,139.51,Network Device,21,606449164855,606449164855,
RAXE500-100APS,87249,Netgear,RAXE500-100APS,NETGEAR NIGHTHAWK AXE11000 AX12 12-STREAM TRI-BAND WIFI 6E ROUTER (RAXE500),1249.00,,763.92,763.92,763.92,Network Device,5,,606449158601,
RBK853-100AUS,83005,Netgear,RBK853-100AUS,NETGEAR ORBI AX6000 TRI-BAND MESH WIFI 6 SYSTEM- 3 PACK,1399.00,,913.58,913.58,913.58,Network Device,1,,606449152241,
RBKE962-100APS,88173,Netgear,RBKE962-100APS,NETGEAR ORBI AX11000 QUAD-BAND MESH WIFI 6E SYSTEM WHITE- 2 PACK (RBKE962),1949.00,,1488.76,1488.76,1488.76,Network Device,7,,RBKE962-100APS,
RBR860S-100APS,88167,Netgear,RBR860S-100APS,"NETGEAR  [RBR860S]  ORBI AX6000 TRI-BAND MESH WIFI 6 SYSTEM WHITE - ROUTER [RBR860S] ONE 10GBPS WAN PORT, NETGEAR ARMOR 1-YEAR SUBSCRIPTION INCLUDED",879.00,,539.86,539.86,539.86,Network Device,4,,RBR860S-100APS,
RC21-02270200-R3M1,DZ00113369,Razer,RC21-02270200-R3M1,RAZER CORE X V2 (THUNDERBOLT 5 - EXTERNAL GRAPHICS ENCLOSURE W/O PSU) - FRML PACKAGING,679.95,,550.00,550.00,550.00,Game Console - Controller And Accessory,B,,8887910053645,
RC21-02300100-R3GW,DZ00112130,Razer,RC21-02300100-R3GW,RAZER LAPTOP COOLING PAD,279.95,26/06/2026,235.00,235.00,235.00,Game Console - Controller And Accessory,0,,8887910053201,
RC81-04340101-R3M1,DZ00111246,Razer,RC81-04340101-R3M1,RAZER FREYJA - HD HAPTIC GAMING CUSHION - FRML PACKAGING,629.95,,466.00,466.00,466.00,Game Console - Controller And Accessory,3,,8887910080030,
RC81-04350101-R3M1,DZ00113007,Razer,RC81-04350101-R3M1,RAZER CLIO - THX SPATIAL AUDIO-ENABLED WIRELESS SPEAKER HEAD CUSHION - FRML PACKAGING,399.95,TBC,289.00,289.00,289.00,Headset And Microphone,0,,8887910080092,
RNUC13ANHH500000I,DZ00113062,Asus,90AR00C1-M002X0,ASUS NUC 13 PRO ARENA CANYON TALL KIT (L6) RAPTOR LAKE-P RPL-P 28W (I5-13420H) AX211.NGWG NV - NO CORD REQUIRES AC06C05AU,899.00,TBC,579.00,579.00,579.00,Desktop PC - Commercial,0,4711387503195,197105503199,
RNUC14RVHV700000I,DZ00110510,Asus,90AR0072-M00250,ASUS NUC 14 PRO TALL BAREBONES KIT INTEL CORE ULTRA 7 165H 28W 2 X SODIMM DDR5 5600 SLOT 1 X M.2 SLOT WIFI 6E BLUETOOTH VPRO 3YR WTY,1999.00,,1517.49,1517.49,1517.49,Desktop PC - Commercial,19,4711387492055,197105492059,
RNUC14RVKU500000I,DZ00110509,Asus,90AR0062-M00060,ASUS NUC 14 PRO SLIM BAREBONES KIT INTEL CORE ULTRA 5 125H 28W 2 X SODIMM DDR5 5600 SLOT 1 X M.2 SLOT WIFI 6E BLUETOOTH 3YR WTY,999.00,TBC,649.00,649.00,649.00,Desktop PC - Commercial,0,4711387492284,197105492288,
RNUC15CRHC500004,DZ00112301,Asus,90AR00Q2-M001C0,"ASUS NUC 15 PRO CYBER CANYON INTEL CORE 5 210H 25W, WIFI 7 BE202, BLUETOOTH, TALL KIT WITH POWER CORD",1039.00,,684.59,684.59,684.59,Desktop PC - Commercial,10,4711387982143,197105982147,
RNUC15CRHC700004,DZ00112300,Asus,90AR00Q2-M001D0,"ASUS NUC 15 PRO CYBER CANYON INTEL CORE 7 240H 25W, WIFI 7 BE202, BLUETOOTH, TALL KIT WITH POWER CORD",1329.00,,884.82,884.82,884.82,Desktop PC - Commercial,30,4711387982150,197105982154,
RNUC15CRHU500004I,DZ00112142,Asus,90AR00Q2-M001F0,ASUS NUC 15 PRO TALL BAREBONES KIT INTEL CORE U5-225H 28W 2 X SO-DIMM SLOT WIFI 7 BE201 BLUETOOTH WITH POWER CORD,1129.00,,830.21,830.21,830.21,Desktop PC - Commercial,30,4711387982174,197105982178,
RNUC15CRHU700004I,DZ00112143,Asus,90AR00Q2-M001H0,ASUS NUC 15 PRO TALL BAREBONES KIT INTEL CORE U7-255H 28W 2 X SO-DIMM SLOT  WIFI 7 BE201 BLUETOOTH WITH POWER CORD,1469.00,,1079.46,1079.46,1079.46,Desktop PC - Commercial,23,4711387982181,197105982185,
RNUC15CRKC500004,DZ00112303,Asus,90AR00R2-M001A0,"ASUS NUC 15 PRO CYBER CANYON INTEL CORE 5 210H  CTDP 25W, WIFI 7 BE202, BLUETOOTH, SLIM KIT WITH POWER CORD",1019.00,TBC,680.78,680.78,680.78,Desktop PC - Commercial,0,4711387982211,197105982215,
RNUC15CRKC700004,DZ00112302,Asus,90AR00R2-M001B0,"ASUS NUC 15 PRO CYBER CANYON INTEL CORE 7 240H  CTDP 25W, WIFI 7 BE202, BLUETOOTH, SLIM KIT WITH POWER CORD",1299.00,,875.00,875.00,875.00,Desktop PC - Commercial,30,4711387982228,197105982222,
RNUC15CRKU500004I,DZ00112140,Asus,90AR00R2-M001D0,ASUS NUC 15 PRO SLIM BAREBONES KIT INTEL CORE U5-225H 28W 2 X SO-DIMM SLOT 1 X M.2 SLOT WIFI 7 BE201 BLUETOOTH WITH POWER CORD,1099.00,,815.22,815.22,815.22,Desktop PC - Commercial,24,4711387982242,197105982246,
RNUC15CRKU700004I,DZ00112141,Asus,90AR00R2-M001E0,"ASUS NUC 15 PRO SLIM BAREBONES KIT, INTEL CORE U7-255H 28W, 2 X SO-DIMM SLOT,  WIFI 7 BE201, BLUETOOTH,WITH POWER CORD",1449.00,,1068.22,1068.22,1068.22,Desktop PC - Commercial,24,4711387982259,197105982253,
ROG CROSSHAIR X870E HERO,DZ00111517,Asus,90MB1IE0-M0UAY0,ASUS ROG CROSSHAIR X870E HERO AM5 AMD MOTHERBOARD,1645.00,,1275.00,1275.00,1275.00,Motherboard,4,,197105710313,
ROG RYUO IV SLC 360 ARGB,DZ00112826,Asus,90RC0151-B0UAY0,ASUS ROG RYUO IV SLC 360 ARGB AIO COOLER,699.00,,459.00,459.00,459.00,PC Power Supply And Cooling,7,4711387850657,197105850651,
ROG STRIX X870-A GAMING WIFI,DZ00111520,Asus,90MB1IF0-M0UAY0,ASUS ROG STRIX X870-A GAMING WIFI AM5 AMD MOTHERBOARD,869.00,,679.00,679.00,679.00,Motherboard,2,,197105737860,
ROG STRIX X870-I GAMING WIFI,DZ00111522,Asus,90MB1IW0-M0UAY0,ASUS ROG STRIX X870-I GAMING WIFI AM5 AMD MOTHERBOARD,1099.00,,829.00,829.00,829.00,Motherboard,3,,197105740310,
ROG STRIX Z890-F GAMING WIFI,DZ00111298,Asus,90MB1I40-M0UAY0,ASUS ROG STRIX Z890-F GAMING WIFI MOTHERBOARD,1099.00,TBC,749.00,749.00,749.00,Motherboard,0,,1,
ROG STRIX Z890-I GAMING WIFI,DZ00111303,Asus,90MB1IC0-M0UAY1,ASUS ROG STRIX Z890-I GAMING WIFI MOTHERBOARD,1159.00,,765.00,765.00,765.00,Motherboard,5,,1,
ROG-ASTRAL-RTX5090-O32G-GAMING,DZ00111993,Asus,90YV0LW0-M0NA00,ASUS ROG-ASTRAL-RTX5090-O32G-GAMING GRAPHICS CARD,6599.00,TBC,6099.00,6099.00,6099.00,Graphics Card,0,,1,
ROG-STRIX-1000P-GAMING,DZ00112409,Asus,90YE00W1-B0ZA00,ASUS ROG-STRIX-1000P-GAMING PSU 10 YEARS WARRANTY,440.00,,339.00,339.00,339.00,PC Power Supply And Cooling,5,,197105594470,
ROG-STRIX-1000P-GAMING-WHITE,DZ00112408,Asus,90YE00W4-B0ZA00,ASUS ROG-STRIX-1000P-GAMING-WHITE PSU 10 YEARS WARRANTY,455.00,TBC,319.00,319.00,319.00,PC Power Supply And Cooling,0,,197105835603,
ROG-STRIX-1200P-GAMING,DZ00112407,Asus,90YE00W0-B0ZA00,ASUS TUF ROG STRIX 1200W PLATINUM PSU 10 YEARS WARRANTY,489.00,,362.00,362.00,362.00,PC Power Supply And Cooling,10,,197105594333,
ROG-THOR-1000P3-GAMING,DZ00112411,Asus,90YE00V3-B0ZA00,ASUS ROG THOR 1000W PLATINUM III PSU 10 YEARS WARRANTY,819.00,,599.00,599.00,599.00,PC Power Supply And Cooling,6,,197105610705,
ROG-THOR-1200P3-GAMING,DZ00112410,Asus,90YE00V2-B0ZA00,ASUS ROG THOR 1200W PLATINUM III PSU 10 YEARS WARRANTY,819.00,,629.00,629.00,629.00,PC Power Supply And Cooling,8,,197105610545,
ROOF-RACK-MOUNT,DZ00111728,STARL,02990000,STARLINK MINI ROOF RACK MOUNT,65.00,TBC,50.87,50.87,50.87,Network Device,0,,850049670425,
RS100-100APS,DZ00112073,Netgear,RS100-100APS,NETGEAR NIGHTHAWK WIFI 7 BE3600 DUAL-BAND WIFI 7 ROUTER (RS100) 2Y WTY,275.00,,191.44,191.44,191.44,Network Device,11,,606449172409,
RS200-100APS,DZ00111260,Netgear,RS200-100APS,NETGEAR NIGHTHAWK WIFI 7 BE6500 DUAL-BAND WIFI 7 ROUTER (RS200),519.00,,354.04,354.04,354.04,Network Device,22,,606449170306,
RS300-100APS,DZ00110820,Netgear,RS300-100APS,NETGEAR RS300-100APS NIGHTHAWKWIFI 7 BE9300 TRI-BAND WIFI 7 ROUTER (RS300),679.00,,464.91,464.91,464.91,Network Device,2,,606449169621,
RS600-100APS,DZ00111261,Netgear,RS600-100APS,NETGEAR NIGHTHAWK WIFI 7 BE18000 TRI-BAND WIFI 7 ROUTER (RS600),919.00,TBC,627.52,627.52,627.52,Network Device,0,,606449172072,
RS700S-100APS,89830,Netgear,RS700S-100APS,NETGEAR NIGHTHAWK WIFI 7 BE1900 12-STREAM TRI-BAND WIFI 7 ROUTER (RS700S),1399.00,,960.13,960.13,960.13,Network Device,1,606449167870,606449167870,
RZ01-03600100-R3A1,DZ00110749,Razer,RZ01-03600100-R3A1,RAZER NAGA V2 HYPERSPEED - WIRELESS MMO GAMING MOUSE - AP PACKAGING,209.95,,161.67,161.67,161.67,Mouse,30,,8886419333180,
RZ01-03850100-R3M1,84408,Razer,RZ01-03850100-R3M1,RAZER DEATHADDER ESSENTIAL - ERGONOMIC WIRED GAMING MOUSE - FRML PACKAGING,69.95,,40.64,40.64,40.64,Mouse,30,888 64193 3326 5,,
RZ01-03850200-R3M1,84409,Razer,RZ01-03850200-R3M1,RAZER DEATHADDER ESSENTIAL WHITE EDITION - ERGONOMIC WIRED GAMING MOUSE - FRML PACKAGING,69.95,,40.64,40.64,40.64,Mouse,30,8886419333326,,
RZ01-03900100-R3M1,DZ00112985,Razer,RZ01-03900100-R3M1,RAZER PRO CLICK V2 - ERGONOMIC WIRELESS MOUSE FOR WORK - FRML PACKAGING,219.95,12/06/2026,141.24,141.24,141.24,Mouse,0,,8886419334958,
RZ01-04000100-R3M1,85155,Razer,RZ01-04000100-R3M1,RAZER BASILISK V3 - ERGONOMIC WIRED GAMING MOUSE - FRML PACKAGING,127.95,,77.60,77.60,77.60,Mouse,30,,8886419333487,
RZ01-04310100-R3A1,DZ00112987,Razer,RZ01-04310100-R3A1,RAZER BASILISK MOBILE - WIRELESS MOBILE GAMING MOUSE - AP PACKAGING,199.95,,127.12,127.12,127.12,Mouse,9,,8886419333517,
RZ01-04550100-R3A1,DZ00113684,Razer,RZ01-04550100-R3A1,RAZER VIPER V3 PRO SE - WIRELESS ESPORTS GAMING MOUSE - AP PACKAGING,219.00,12/06/2026,153.14,153.14,153.14,Mouse,0,,8886419334354,
RZ01-04620100-R3A1,87086,Razer,RZ01-04620100-R3A1,RAZER BASILISK V3 PRO - ERGONOMIC WIRELESS GAMING MOUSE - AP PACKAGING,339.95,,243.91,243.91,243.91,Mouse,30,,8886419334033,
RZ01-04630100-R3A1,87083,Razer,RZ01-04630100-R3A1,RAZER DEATHADDER V3 PRO - ERGONOMIC WIRELESS GAMING MOUSE - AP PACKAGING,319.00,,228.85,228.85,228.85,Mouse,30,888 64193 3406 4,888 64193 3406 4,888 64193 340
RZ01-04640100-R3M1,87085,Razer,RZ01-04640100-R3M1,RAZER DEATHADDER V3 - ERGONOMIC WIRED GAMING MOUSE - FRML PACKAGING,139.95,,110.86,110.86,110.86,Mouse,30,,8886419334071,
RZ01-04650100-R3M1,88619,Razer,RZ01-04650100-R3M1,RAZER COBRA - WIRED GAMING MOUSE - FRML PACKAGING,89.95,,66.51,66.51,66.51,Mouse,30,8886419334095,,
RZ01-04870100-R3A1,88451,Razer,RZ01-04870100-R3A1,RAZER BASILISK V3 X HYPERSPEED - WIRELESS ERGONOMIC GAMING MOUSE - AP PACKAGING,144.95,,110.86,110.86,110.86,Mouse,30,,8886419334323,
RZ01-04910100-R3M1,89642,Razer,RZ01-04910100-R3M1,RAZER VIPER V3 HYPERSPEED - WIRELESS ESPORTS GAMING MOUSE - FRML PACKAGING,145.95,,105.63,105.63,105.63,Mouse,30,,8886419334248,
RZ01-05120100-R3A1,DZ00110245,Razer,RZ01-05120100-R3A1,RAZER VIPER V3 PRO - WIRELESS ESPORTS GAMING MOUSE - AP PACKAGING,329.00,,245.00,245.00,245.00,Mouse,30,,8886419334484,
RZ01-05120200-R3A1,DZ00110246,Razer,RZ01-05120200-R3A1,RAZER VIPER V3 PRO - WIRELESS ESPORTS GAMING MOUSE (WHITE EDITION) - AP PACKAGING,329.00,,245.00,245.00,245.00,Mouse,30,,8886419334514,
RZ01-05120400-R3M1,DZ00111741,Razer,RZ01-05120400-R3M1,RAZER VIPER V3 PRO SENTINELS EDITION - WIRELESS ESPORTS GAMING MOUSE,339.95,,224.36,224.36,224.36,Mouse,4,,8886419334729,
RZ01-05120500-R3M1,DZ00113076,Razer,RZ01-05120500-R3M1,RAZER VIPER V3 PRO - WIRELESS ESPORTS GAMING MOUSE - FAKER EDITION - FRML PACKAGING,339.95,,262.37,262.37,262.37,Mouse,15,,8886419334934,
RZ01-05140100-R3A1,DZ00110746,Razer,RZ01-05140100-R3A1,RAZER DEATHADDER V3 HYPERSPEED - WIRELESS ESPORTS GAMING MOUSE - AP PACKAGING,209.95,,153.85,153.85,153.85,Mouse,30,,8886419334545,
RZ01-05230100-R3M1,DZ00112094,Razer,RZ01-05230100-R3M1,RAZER BASILISK V3 35K - ERGONOMIC WIRED GAMING MOUSE,169.95,,125.00,125.00,125.00,Mouse,30,,8886419334576,
RZ01-05240100-R3A1,DZ00112095,Razer,RZ01-05240100-R3A1,RAZER BASILISK V3 PRO 35K - ERGONOMIC WIRELESS GAMING MOUSE,319.95,,242.35,242.35,242.35,Mouse,30,,8886419334613,
RZ01-05240200-R3A1,DZ00112096,Razer,RZ01-05240200-R3A1,RAZER BASILISK V3 PRO 35K - ERGONOMIC WIRELESS GAMING MOUSE - WHITE EDITION,319.95,TBC,242.35,242.35,242.35,Mouse,0,,8886419334651,
RZ01-05250100-R3A1,DZ00112986,Razer,RZ01-05250100-R3A1,RAZER PRO CLICK V2 - WIRELESS PRODUCTIVITY MOUSE - VERTICAL EDITION - AP PACKAGING,249.95,TBC,171.85,171.85,171.85,Mouse,0,,8886419334699,
RZ01-05570100-R3A1,DZ00112873,Razer,RZ01-05570100-R3A1,RAZER COBRA HYPERSPEED - WIRELESS GAMING MOUSE - AP PACKAGING,219.95,,148.31,148.31,148.31,Mouse,18,,8887910085103,
RZ01-05630100-R3A1,DZ00113682,Razer,RZ01-05630100-R3A1,RAZER VIPER V4 PRO - WIRELESS ESPORTS GAMING MOUSE - AP PACKAGING,329.00,12/06/2026,243.88,243.88,243.88,Mouse,0,,8887910085141,
RZ01-05630200-R3A1,DZ00113683,Razer,RZ01-05630200-R3A1,RAZER VIPER V4 PRO - WIRELESS ESPORTS GAMING MOUSE - WHITE EDITION - AP PACKAGING,329.00,12/06/2026,223.77,223.77,223.77,Mouse,0,,8887910085172,
RZ02-03330200-R3M1,82152,Razer,RZ02-03330200-R3M1,RAZER GIGANTUS V2 - SOFT GAMING MOUSE MAT MEDIUM - FRML PACKAGING,29.95,,18.47,18.47,18.47,Mouse,30,,888 64193 1853 8,
RZ02-03330300-R3M1,82153,Razer,RZ02-03330300-R3M1,RAZER GIGANTUS V2 - SOFT GAMING MOUSE MAT LARGE - FRML PACKAGING,39.95,,27.34,27.34,27.34,Mouse,30,,8886419318545,
RZ02-03330400-R3M1,82154,Razer,RZ02-03330400-R3M1,RAZER GIGANTUS V2 - SOFT GAMING MOUSE MAT XXL - FRML PACKAGING,69.95,,51.73,51.73,51.73,Mouse,30,,8886419318552,
RZ02-03330500-R3M1,82155,Razer,RZ02-03330500-R3M1,RAZER GIGANTUS V2 - SOFT GAMING MOUSE MAT 3XL - FRML PACKAGING,119.95,,88.69,88.69,88.69,Mouse,30,,8886419318569,
RZ03-03390100-R3M1,82477,Razer,RZ03-03390100-R3M1,RAZER HUNTSMAN MINI - 60% OPTICAL GAMING KEYBOARD (CLICKY PURPLE SWITCH) - FRML PACKAGING,209.95,,155.21,155.21,155.21,Keyboard,30,,888 64193 4573 2,
RZ03-03390200-R3M1,84606,Razer,RZ03-03390200-R3M1,RAZER HUNTSMAN MINI - 60% OPTICAL GAMING KEYBOARD (LINEAR RED SWITCH) - FRML PACKAGING,209.99,,155.21,155.21,155.21,Keyboard,30,,8886419345749,
RZ03-03390300-R3M1,82478,Razer,RZ03-03390300-R3M1,RAZER HUNTSMAN MINI - MERCURY EDITION - 60% OPTICAL GAMING KEYBOARD (CLICKY PURPLE SWITCH) - FRML PACKAGING,209.99,,155.21,155.21,155.21,Keyboard,30,,888 64193 4575 6,
RZ03-03390400-R3M1,84607,Razer,RZ03-03390400-R3M1,RAZER HUNTSMAN MINI - MERCURY EDITION - 60% OPTICAL GAMING KEYBOARD (LINEAR RED SWITCH) - FRML PACKAGING,209.95,,155.21,155.21,155.21,Keyboard,30,,8886419345763,
RZ03-04460100-R3M1,86426,Razer,RZ03-04460100-R3M1,RAZER ORNATA V3 - LOW PROFILE GAMING KEYBOARD - US LAYOUT - FRML,149.95,,110.86,110.86,110.86,Keyboard,30,,,
