Product Code,Name,Description,Main,Price,Brand,Category Code,Supplier Product Code,Bar Code,RRP
BAS31970,Baseus Superior Series Fast Charging Data Cable USB to Type-C 100W 1m Cluster Black,Baseus Superior Series Fast Charging Data Cable USB to Type-C 100W 1m Cluster Black,0,6.82,Baseus,CABLES - USB3 Cables,P10320102114-00,6.93E+12,10.9
BAS32854,Baseus F01B Tri-Mode Wireless Mouse Baby Pink,Baseus F01B Tri-Mode Wireless Mouse Baby Pink,33,24.35,Baseus,MICE - Wireless,B01055503413-00,6.93E+12,38.9
BAS33288,Baseus Unbreakable Series Fast Charging Data Cable Type-C to Type-C 100W 1m Cluster Black,Baseus Unbreakable Series Fast Charging Data Cable Type-C to Type-C 100W 1m Cluster Black,41,10.58,Baseus,CABLES - Other Cables,P10355800111-00,6.93E+12,16.9
BAS33301,Baseus Unbreakable Series Fast Charging Data Cable Type-C to Type-C 100W 1m Stellar White,Baseus Unbreakable Series Fast Charging Data Cable Type-C to Type-C 100W 1m Stellar White,0,10.58,Baseus,CABLES - Other Cables,P10355800221-00,6.93E+12,16.9
BAS33776,Baseus Portable Series Folding Phone Stand Moon White,Baseus Portable Series Folding Phone Stand Moon White,59,3.69,Baseus,MobilePhone/Tablet Accessories,B10556600211-00,6.93E+12,5.9
BAS33837,Baseus C02 Pro Series Magnetic Wireless Charging Car Mount Cluster Black,Baseus C02 Pro Series Magnetic Wireless Charging Car Mount Cluster Black,226,43.77,Baseus,MobilePhone/Tablet Accessories,C40156000111-00,6.93E+12,69.9
BAS33899,Baseus OrganizeFun Series Car Storage Box 60L Cluster Black,Baseus OrganizeFun Series Car Storage Box 60L Cluster Black,20,40.01,Baseus,Storage Case,C20256501111-00,6.93E+12,63.9
BAS34636,Baseus Seashell Series Folding Tablet Stand Baby Pink,Baseus Seashell Series Folding Tablet Stand Baby Pink,0,22.47,Baseus,MobilePhone/Tablet Accessories,B10451500411-00,6.93E+12,35.9
BAS34643,Baseus AeQur V2 Wireless Speaker Moon White,Baseus AeQur V2 Wireless Speaker Moon White,20,51.27,Baseus,Speaker and Headset,A20050500211-00,6.93E+12,81.9
BAS34810,"Baseus Crystal Series HD Tempered Glass Screen Protector for Pad Pro 11-inch (2018/2020/2021/2022)/Pad Air4/Air5 10.9-inch, Clear (Pack of 1, with dust-proof installation tool and cleaning kit)","Baseus Crystal Series HD Tempered Glass Screen Protector for Pad Pro 11-inch (2018/2020/2021/2022)/Pad Air4/Air5 10.9-inch, Clear (Pack of 1, with dust-proof installation tool and cleaning kit)",0,25.61,Baseus,MobilePhone/Tablet Accessories,P40012005201-03,6.93E+12,40.9
BAS34827,"Baseus Crystal Series HD Tempered Glass Screen Protector for Pad Pro 12.9-inch (2019/2020/2021/2022), Clear (Pack of 1, with dust-proof installation tool and cleaning kit)","Baseus Crystal Series HD Tempered Glass Screen Protector for Pad Pro 12.9-inch (2019/2020/2021/2022), Clear (Pack of 1, with dust-proof installation tool and cleaning kit)",0,28.11,Baseus,MobilePhone/Tablet Accessories,P40012005201-04,6.93E+12,44.9
BAS34902,OS-Baseus Small Ears Series Magnetic Bracket (Flat type) Cluster Black,OS-Baseus Small Ears Series Magnetic Bracket (Flat type) Cluster Black,0,10.58,Baseus,MobilePhone/Tablet Accessories,C40141403113-01,6.93E+12,16.9
BAS34933,OS-Baseus Star-Lord Digital Display Fast Charging Power Bank 10000mAh 30W Cluster Black (With Simple Series Charging Cable USB to Type-C 3A 0.3m Black),OS-Baseus Star-Lord Digital Display Fast Charging Power Bank 10000mAh 30W Cluster Black (With Simple Series Charging Cable USB to Type-C 3A 0.3m Black),29,63.17,Baseus,POWER SUPPLIES,P10022907113-00,6.93E+12,100.9
BAS34940,OS-Baseus Star-Lord Digital Display Fast Charging Power Bank 20000mAh 65W Cluster Black (With Simple Series Charging Cable USB to Type-C 3A 0.3m Black),OS-Baseus Star-Lord Digital Display Fast Charging Power Bank 20000mAh 65W Cluster Black (With Simple Series Charging Cable USB to Type-C 3A 0.3m Black),0,94.47,Baseus,POWER SUPPLIES,P10022906113-00,6.93E+12,150.9
BAS35008,Baseus PocketGo Portable Air Pump Stellar White,Baseus PocketGo Portable Air Pump Stellar White,71,43.77,Baseus,ACCESSORIES,C11157700221-00,6.93E+12,69.9
BAS36494,Baseus UltraJoy Series 4-Port HUB Lite 15cm Moon White (USBA to USB3.0*4),Baseus UltraJoy Series 4-Port HUB Lite 15cm Moon White (USBA to USB3.0*4),0,14.34,Baseus,HUBS AND CARDREADERS,B0005280B211-00,6.93E+12,22.9
BAS36517,Baseus UltraJoy Series 4-Port HUB Lite 15cm Cluster Black (USBA to USB3.0*4),Baseus UltraJoy Series 4-Port HUB Lite 15cm Cluster Black (USBA to USB3.0*4),0,14.34,Baseus,HUBS AND CARDREADERS,B0005280B111-00,6.93E+12,22.9
BAS36661,Baseus Bowie E13 True Wireless Earphones Galaxy Black,Baseus Bowie E13 True Wireless Earphones Galaxy Black,31,46.27,Baseus,Speaker and Headset,A00059701127-Z1,6.93E+12,73.9
BAS36685,Baseus Bowie E13 True Wireless Earphones Moon White,Baseus Bowie E13 True Wireless Earphones Moon White,28,46.27,Baseus,Speaker and Headset,A00059701217-Z1,6.93E+12,73.9
BAS36715,Baseus UltraStable Pro Series Rotatable and Foldable Laptop Stand (Three-Fold Version) Space Grey,Baseus UltraStable Pro Series Rotatable and Foldable Laptop Stand (Three-Fold Version) Space Grey,14,69.44,Baseus,MobilePhone/Tablet Accessories,B10059900811-01,6.93E+12,110.9
BAS36739,Baseus UltraClean Series Multifunctional Cleaning Kit Moon White,Baseus UltraClean Series Multifunctional Cleaning Kit Moon White,0,14.34,Baseus,ACCESSORIES,C31059400211-00,6.93E+12,22.9
BAS37248,Baseus High Speed CAT7 10Gigabit Ethernet Cable (Flat Cable)3m Cluster Black,Baseus High Speed CAT7 10Gigabit Ethernet Cable (Flat Cable)3m Cluster Black,44,6.82,Baseus,CABLES - CAT6 10/100/1000,B00133207111-03,6.93E+12,10.9
BAS37262,Baseus High Speed CAT7 10Gigabit Ethernet Cable (Flat Cable)1m Cluster Black,Baseus High Speed CAT7 10Gigabit Ethernet Cable (Flat Cable)1m Cluster Black,0,4.32,Baseus,CABLES - CAT6 10/100/1000,B00133207111-01,6.93E+12,6.9
BAS37279,Baseus High Speed CAT7 10Gigabit Ethernet Cable (Flat Cable)0.5m Cluster Black,Baseus High Speed CAT7 10Gigabit Ethernet Cable (Flat Cable)0.5m Cluster Black,31,4.32,Baseus,CABLES - VGA/DVI/HDMI/DP,B00133207111-00,6.93E+12,6.9
BAS40996,"OS-Baseus Lucent Series Phone Case for iPhone 15 Plus, Clear","OS-Baseus Lucent Series Phone Case for iPhone 15 Plus, Clear",92,10.58,Baseus,MobilePhone/Tablet Accessories,P60157204203-02,6.93E+12,16.9
BAS41009,"OS-Baseus Lucent Series Phone Case for iPhone 15 Pro, Clear","OS-Baseus Lucent Series Phone Case for iPhone 15 Pro, Clear",93,10.58,Baseus,MobilePhone/Tablet Accessories,P60157204203-01,6.93E+12,16.9
BAS41016,"OS-Baseus Lucent Series Phone Case for iPhone 15 Pro Max, Clear","OS-Baseus Lucent Series Phone Case for iPhone 15 Pro Max, Clear",53,10.58,Baseus,MobilePhone/Tablet Accessories,P60157204203-03,6.93E+12,16.9
BAS41023,"OS-Baseus Lucent Series Phone Case for iPhone 15, Clear","OS-Baseus Lucent Series Phone Case for iPhone 15, Clear",0,10.58,Baseus,MobilePhone/Tablet Accessories,P60157204203-00,6.93E+12,16.9
BAS41634,Baseus Enjoyment Pro Car Charger U+Retractable C & iP Cable 60W Cluster Black,Baseus Enjoyment Pro Car Charger U+Retractable C & iP Cable 60W Cluster Black,299,37.5,Baseus,MobilePhone/Tablet Accessories,C00057802111-02,6.93E+12,59.9
BAS41658,Baseus Enjoyment Pro Car Charger C+Retractable Type-C Cable 60W Cluster Black,Baseus Enjoyment Pro Car Charger C+Retractable Type-C Cable 60W Cluster Black,102,27.49,Baseus,POWER SUPPLIES,C00057802111-01,6.93E+12,43.9
BAS41719,Baseus OrganizeFun Series Car Console Storage Organizer Cluster Black,Baseus OrganizeFun Series Car Console Storage Organizer Cluster Black,19,26.86,Baseus,Storage Case,C20256502111-00,6.93E+12,42.9
BAS41757,Baseus QuickGo Series Bike Phone Mount Cluster Black,Baseus QuickGo Series Bike Phone Mount Cluster Black,0,18.09,Baseus,ACCESSORIES,C40561500113-00,6.93E+12,28.9
BAS42785,OS-Baseus Magnetic Mini Wireless Fast Charge Power Bank Type-C Edition  10000mAh 30W Cluster Black,OS-Baseus Magnetic Mini Wireless Fast Charge Power Bank Type-C Edition  10000mAh 30W Cluster Black,0,71.31,Baseus,POWER SUPPLIES,P1002210B113-00,6.93E+12,113.9
BAS43089,"Baseus MagStable Series Magnetic Tablet Stand for Pad 12.9"" Space Grey","Baseus MagStable Series Magnetic Tablet Stand for Pad 12.9"" Space Grey",8,74.44,Baseus,MobilePhone/Tablet Accessories,B10460300811-01,6.93E+12,118.9
BAS43294,Baseus Metal Gleam Series II 6-in-1 USB HUB Space Grey (USB-C to 1*HDMI4K@60Hz+1*USB-C (10Gbps)+2*USB-A(10Gbps)+1*RJ45+1*USB-C PD) ,Baseus Metal Gleam Series II 6-in-1 USB HUB Space Grey (USB-C to 1*HDMI4K@60Hz+1*USB-C (10Gbps)+2*USB-A(10Gbps)+1*RJ45+1*USB-C PD) ,37,71.31,Baseus,HUBS AND CARDREADERS,B00061802813-00,6.93E+12,113.9
BAS43331,Baseus Metal Gleam Series II 10-in-1 USB HUB Space Grey (USB-C to 1*HDMI 4K@60Hz+1*USB-A(10Gbps)+1*USB-C?10Gbps)+2*USB-A(480Mbps)+1*RJ45+1*SD/TF+1*USB-C(PD)+1*3.5mm),Baseus Metal Gleam Series II 10-in-1 USB HUB Space Grey (USB-C to 1*HDMI 4K@60Hz+1*USB-A(10Gbps)+1*USB-C?10Gbps)+2*USB-A(480Mbps)+1*RJ45+1*SD/TF+1*USB-C(PD)+1*3.5mm),34,95.1,Baseus,HUBS AND CARDREADERS,B00061800813-00,6.93E+12,151.9
BAS43355,Baseus S-09 Pro Series Car FM Transmitter Cluster Black,Baseus S-09 Pro Series Car FM Transmitter Cluster Black,0,31.24,Baseus,MobilePhone/Tablet Accessories,C10762200113-00,6.93E+12,49.9
BAS43997,"OS-Baseus Sapphire Series Privacy Protection Tempered Glass Screen Protector (with Built-in Dust Filter) for iPhone 15, Clear (Pack of 1, with cleaning kit and dust-proof installation tool)","OS-Baseus Sapphire Series Privacy Protection Tempered Glass Screen Protector (with Built-in Dust Filter) for iPhone 15, Clear (Pack of 1, with cleaning kit and dust-proof installation tool)",36,13.09,Baseus,MobilePhone/Tablet Accessories,P60057505203-00,6.93E+12,20.9
BAS44024,"OS-Baseus Sapphire Series Privacy Protection Tempered Glass Screen Protector (with Built-in Dust Filter) for iPhone 15 Plus, Clear (Pack of 1, with cleaning kit and dust-proof installation tool)","OS-Baseus Sapphire Series Privacy Protection Tempered Glass Screen Protector (with Built-in Dust Filter) for iPhone 15 Plus, Clear (Pack of 1, with cleaning kit and dust-proof installation tool)",36,13.09,Baseus,MobilePhone/Tablet Accessories,P60057505203-02,6.93E+12,20.9
BAS44031,"OS-Baseus Sapphire Series Privacy Protection Tempered Glass Screen Protector (with Built-in Dust Filter) for iPhone 15 Pro, Clear (Pack of 1, with cleaning kit and dust-proof installation tool)","OS-Baseus Sapphire Series Privacy Protection Tempered Glass Screen Protector (with Built-in Dust Filter) for iPhone 15 Pro, Clear (Pack of 1, with cleaning kit and dust-proof installation tool)",38,13.09,Baseus,MobilePhone/Tablet Accessories,P60057505203-01,6.93E+12,20.9
BAS44062,"OS-Baseus Sapphire Series Privacy Protection Tempered Glass Screen Protector (with Built-in Dust Filter) for iPhone 15 Pro Max, Clear (Pack of 1, with cleaning kit and dust-proof installation tool)","OS-Baseus Sapphire Series Privacy Protection Tempered Glass Screen Protector (with Built-in Dust Filter) for iPhone 15 Pro Max, Clear (Pack of 1, with cleaning kit and dust-proof installation tool)",33,13.09,Baseus,MobilePhone/Tablet Accessories,P60057505203-03,6.93E+12,20.9
BAS44345,Baseus AeQur DS10 Mini Soundbar Cluster Black,Baseus AeQur DS10 Mini Soundbar Cluster Black,0,55.04,Baseus,ACCESSORIES,A20054402111-00,6.93E+12,99
BAS45670,Baseus Encok CZ11 Wired Earphones Cluster Black,Baseus Encok CZ11 Wired Earphones Cluster Black,29,9.33,Baseus,Speaker and Headset,A00164300113-Z1,6.93E+12,14.9
BAS45687,Baseus Encok CZ11 Wired Earphones Moon White,Baseus Encok CZ11 Wired Earphones Moon White,43,9.33,Baseus,Speaker and Headset,A00164300213-Z1,6.93E+12,14.9
BAS45694,Baseus Encok HZ11 Wired Earphones Cluster Black,Baseus Encok HZ11 Wired Earphones Cluster Black,24,8.7,Baseus,Speaker and Headset,A00164200113-Z1,6.93E+12,13.9
BAS45700,Baseus Encok HZ11 Wired Earphones Moon White,Baseus Encok HZ11 Wired Earphones Moon White,24,8.7,Baseus,Speaker and Headset,A00164200213-Z1,6.93E+12,13.9
BAS45755,Baseus Bowie P1 Neckband Wireless Earphones Stellar White,Baseus Bowie P1 Neckband Wireless Earphones Stellar White,13,32.49,Baseus,Speaker and Headset,A00025800223-Z1,6.93E+12,51.9
BAS45762,Baseus Bowie P1 Neckband Wireless Earphones Cluster Black,Baseus Bowie P1 Neckband Wireless Earphones Cluster Black,3,32.49,Baseus,Speaker and Headset,A00025800113-Z1,6.93E+12,51.9
BAS46288,OS-Baseus AquaGlide Waterproof Phone Pouch with Slide Lock Moon White,OS-Baseus AquaGlide Waterproof Phone Pouch with Slide Lock Moon White,2,15.59,Baseus,MobilePhone/Tablet Accessories,P60263700213-00,6.93E+12,24.9
BAS46318,OS-Baseus AquaGlide Waterproof Phone Pouch with Cylindrical Slide Lock Sea Blue,OS-Baseus AquaGlide Waterproof Phone Pouch with Cylindrical Slide Lock Sea Blue,0,15.59,Baseus,MobilePhone/Tablet Accessories,P60263701U03-00,6.93E+12,24.9
BAS46325,OS-Baseus AquaGlide Waterproof Phone Pouch with Cylindrical Slide Lock Cluster Black,OS-Baseus AquaGlide Waterproof Phone Pouch with Cylindrical Slide Lock Cluster Black,0,15.59,Baseus,ACCESSORIES,P60263701113-00,6.93E+12,24.9
BAS46394,Baseus MagPro Desktop Phone Stand Moon White,Baseus MagPro Desktop Phone Stand Moon White,50,22.47,Baseus,MobilePhone/Tablet Accessories,B10564100211-00,6.93E+12,35.9
BAS46400,Baseus MagPro Desktop Phone Stand Cluster Black,Baseus MagPro Desktop Phone Stand Cluster Black,0,22.47,Baseus,MobilePhone/Tablet Accessories,B10564100121-00,6.93E+12,35.9
BAS46448,"Baseus Crystalline Series Anti-Glare Full-Coverage HD Tempered Glass Screen Protector with Built-in Dust Filter for iPhone 15 Pro, Clear (Pack of 1, with dust-proof installation tool and cleaning kit)","Baseus Crystalline Series Anti-Glare Full-Coverage HD Tempered Glass Screen Protector with Built-in Dust Filter for iPhone 15 Pro, Clear (Pack of 1, with dust-proof installation tool and cleaning kit)",48,13.09,Baseus,MobilePhone/Tablet Accessories,P6001205M201-05,6.93E+12,20.9
BAS46455,"Baseus Crystalline Series Anti-Glare Full-Coverage HD Tempered Glass Screen Protector with Built-in Dust Filter for iPhone 15 Plus, Clear (Pack of 1, with dust-proof installation tool and cleaning kit)","Baseus Crystalline Series Anti-Glare Full-Coverage HD Tempered Glass Screen Protector with Built-in Dust Filter for iPhone 15 Plus, Clear (Pack of 1, with dust-proof installation tool and cleaning kit)",42,13.09,Baseus,MobilePhone/Tablet Accessories,P6001205M201-06,6.93E+12,20.9
BAS46462,"Baseus Crystalline Series Anti-Glare Full-Coverage HD Tempered Glass Screen Protector with Built-in Dust Filter for iPhone 15, Clear (Pack of 1, with dust-proof installation tool and cleaning kit)","Baseus Crystalline Series Anti-Glare Full-Coverage HD Tempered Glass Screen Protector with Built-in Dust Filter for iPhone 15, Clear (Pack of 1, with dust-proof installation tool and cleaning kit)",37,13.09,Baseus,MobilePhone/Tablet Accessories,P6001205M201-04,6.93E+12,20.9
BAS46486,Baseus UltraJoy Series 7-Port HUB Docking Station Space Grey (Type-C to HDMI4K@60Hz*1+USB3.0*3+PD*1+SD/TF*1),Baseus UltraJoy Series 7-Port HUB Docking Station Space Grey (Type-C to HDMI4K@60Hz*1+USB3.0*3+PD*1+SD/TF*1),0,45.64,Baseus,HUBS AND CARDREADERS,B00052803811-00,6.93E+12,72.9
BAS46516,Baseus UltraJoy Series 10-Port HUB Docking Station Space Grey (Type-C to HDMI4K@60Hz*1+VGA*1+USB 3.0*3+PD*1+RJ45*1+SD/TF*1+3.5mm*1),Baseus UltraJoy Series 10-Port HUB Docking Station Space Grey (Type-C to HDMI4K@60Hz*1+VGA*1+USB 3.0*3+PD*1+RJ45*1+SD/TF*1+3.5mm*1),15,73.19,Baseus,HUBS AND CARDREADERS,B0005280C811-00,6.93E+12,116.9
BAS47063,OS-Baseus MagPro Magnetic Bracket Wireless Fast-Charging Power Bank 5000mAh 20W Stellar White(with Simply Series Charging Cable Type-C to Type-C (20V/3A) 30cm White),OS-Baseus MagPro Magnetic Bracket Wireless Fast-Charging Power Bank 5000mAh 20W Stellar White(with Simply Series Charging Cable Type-C to Type-C (20V/3A) 30cm White),25,55.66,Baseus,POWER SUPPLIES,P10064101223-00,6.93E+12,88.9
BAS47308,Baseus MagPro 2-in-1 Magnetic Wireless Charger 25W Cosmic Black,Baseus MagPro 2-in-1 Magnetic Wireless Charger 25W Cosmic Black,0,79.45,Baseus,POWER SUPPLIES,P10264100121-00,6.93E+12,126.9
BAS47469,Baseus ComfortRide Series Double-Sided Car Headrest Pillow Cluster Black,Baseus ComfortRide Series Double-Sided Car Headrest Pillow Cluster Black,9,31.87,Baseus,ACCESSORIES,C20036403111-00,6.93E+12,50.9
BAS47520,Baseus Free2Draw Mini Retractable Charging Cable Type-C to Type-C 100W 1m Moon White,Baseus Free2Draw Mini Retractable Charging Cable Type-C to Type-C 100W 1m Moon White,729,15.59,Baseus,CABLES - Other Cables,P10364500211-00,6.93E+12,24.9
BAS47537,Baseus Free2Draw Mini Retractable Charging Cable Type-C to Type-C 100W 1m Cluster Black,Baseus Free2Draw Mini Retractable Charging Cable Type-C to Type-C 100W 1m Cluster Black,703,15.59,Baseus,CABLES - Other Cables,P10364500111-00,6.93E+12,24.9
BAS48039,Baseus Bowie M3  True Wireless Earphones ,Baseus Bowie M3  True Wireless Earphones ,29,99.49,Baseus,Speaker and Headset,A00051900311-00,6.93E+12,158.9
BAS48503,Baseus Bowie H1 Pro Noise-Cancellation Wireless Headphones Cluster Black,Baseus Bowie H1 Pro Noise-Cancellation Wireless Headphones Cluster Black,14,118.89,Baseus,Speaker and Headset,A00050601113-00,6.93E+12,189.9
BAS48817,Baseus Flash Series 2 USB4 Full Featured Data Cable Type-C to Type-C 240W 1m Cluster Black,Baseus Flash Series 2 USB4 Full Featured Data Cable Type-C to Type-C 240W 1m Cluster Black,0,45.64,Baseus,CABLES - Other Cables,P10311803111-00,6.93E+12,72.9
BAS50216,Baseus Pudding Series Fast Charging Cable USB to iP 2.4A 1.2m Stellar White,Baseus Pudding Series Fast Charging Cable USB to iP 2.4A 1.2m Stellar White,0,6.82,Baseus,CABLES - Other Cables,P10355700221-B1,6.93E+12,10.9
BAS50353,Baseus High Definition Series Type-C to DP 8K Adapter 2m Cluster Black,Baseus High Definition Series Type-C to DP 8K Adapter 2m Cluster Black,0,29.37,Baseus,CABLES - VGA/DVI/HDMI/DP,B0063370D111-01,6.93E+12,46.9
BAS50780,Baseus C02 Go Series Magnetic Car Phone Mount Cluster Black,Baseus C02 Go Series Magnetic Car Phone Mount Cluster Black,26,28.74,Baseus,MobilePhone/Tablet Accessories,C40165500111-00,6.93E+12,45.9
BAS50919,Baseus UltraJoy Series 5-Port HUB AIR Space Grey (Type-C to HDMI4K@60Hz*1+USB3.0*2+PD*1+RJ45*1),Baseus UltraJoy Series 5-Port HUB AIR Space Grey (Type-C to HDMI4K@60Hz*1+USB3.0*2+PD*1+RJ45*1),38,78.2,Baseus,HUBS AND CARDREADERS,B00052801811-03,6.93E+12,124.9
BAS50940,Baseus UltraJoy Series 6-Port HUB AIR Space Grey (Type-C to HDMI4K@30Hz*1+USB3.0*2+USB2.0*1+Type-C3.0*1+PD*1),Baseus UltraJoy Series 6-Port HUB AIR Space Grey (Type-C to HDMI4K@30Hz*1+USB3.0*2+USB2.0*1+Type-C3.0*1+PD*1),40,61.92,Baseus,HUBS AND CARDREADERS,B00052802811-01,6.93E+12,98.9
BAS51626,Baseus Dynamic 3 Series Fast Charging Data Cable Type-C to Type-C 100W 1m Cluster Black,Baseus Dynamic 3 Series Fast Charging Data Cable Type-C to Type-C 100W 1m Cluster Black,0,8.07,Baseus,CABLES,P10367000111-00,6.93E+12,12.9
BAS51657,Baseus Dynamic 3 Series Fast Charging Data Cable Type-C to Type-C 100W 2m Cluster Black,Baseus Dynamic 3 Series Fast Charging Data Cable Type-C to Type-C 100W 2m Cluster Black,0,9.95,Baseus,CABLES - Other Cables,P10367000111-01,6.93E+12,15.9
BAS51687,Baseus Privity Ring Bracket Silver,Baseus Privity Ring Bracket Silver,68,7.45,Baseus,MobilePhone/Tablet Accessories,SUMQ-0S,6.95E+12,11.9
BAS51700,Baseus Privity Ring Bracket Black,Baseus Privity Ring Bracket Black,0,7.45,Baseus,MobilePhone/Tablet Accessories,SUMQ-01,6.95E+12,11.9
BAS52593,OS-Baseus Airpow Lite Power Bank 10000mAh 15W Cosmic Black (With Simple Series Data Cable USB to Type-C 30cm Black),OS-Baseus Airpow Lite Power Bank 10000mAh 15W Cosmic Black (With Simple Series Data Cable USB to Type-C 30cm Black),35,28.74,Baseus,POWER SUPPLIES,P10067500123-00,6.93E+12,45.9
BAS53743,Baseus AeQur VO20 Bluetooth Speaker,Baseus AeQur VO20 Bluetooth Speaker,28,68.18,Baseus,Speaker and Headset,A20067900117-00,6.93E+12,108.9
BAS55877,Baseus Encok CZ18 Wired Earphones,Baseus Encok CZ18 Wired Earphones,21,14.97,Baseus,Speaker and Headset,A00170100113-Z1,6.93E+12,23.9
BAS55891,Baseus Enock CZ17 Semi-In-Ear Wired Earphones,Baseus Enock CZ17 Semi-In-Ear Wired Earphones,24,14.34,Baseus,Speaker and Headset,A00170000113-Z1,6.93E+12,22.9
BAS55990,Baseus Bowie E20 True Wireless Earphones Black,Baseus Bowie E20 True Wireless Earphones Black,10,31.24,Baseus,Speaker and Headset,A00069700113-00,6.93E+12,49.9
BAS57109,Baseus CoolRide Series Windshield Sunshade Umbrella Cluster Black,Baseus CoolRide Series Windshield Sunshade Umbrella Cluster Black,0,43.48,Baseus,ACCESSORIES,C20656101111-00,6.93E+12,61.9
BAS57207,Baseus Yiven Audio Cable (Male to male) M30 1.5m Silver+Black,Baseus Yiven Audio Cable (Male to male) M30 1.5m Silver+Black,97,8.7,Baseus,Audio and Visual Products,CAM30-CS1,6.95E+12,13.9
BAS57246,Baseus Bowie E18 True Wireless Earphones White,Baseus Bowie E18 True Wireless Earphones White,29,29.37,Baseus,Speaker and Headset,A00023800223-00,6.93E+12,46.9
BAS58069,Baseus Bowie E17 True Wireless Earphones Black,Baseus Bowie E17 True Wireless Earphones Black,15,25.61,Baseus,Speaker and Headset,A00072200113-Z1,6.93E+12,40.9
BAS61358,Baseus Backseat Car Mount Tablet Holder Black,Baseus Backseat Car Mount Tablet Holder Black,0,18.09,Baseus,MobilePhone/Tablet Accessories,SUHZ-01,6.95E+12,28.9
BAS61557,Baseus PrimeTrip Series Magnetic Bike Phone Holder Cosmic Black,Baseus PrimeTrip Series Magnetic Bike Phone Holder Cosmic Black,0,64.54,Baseus,MobilePhone/Tablet Accessories,C40569000121-00,6.93E+12,91.9
BAS62042,Baseus Security N1 Series Outdoor Camera Kit Moon White,Baseus Security N1 Series Outdoor Camera Kit Moon White,40,343.37,Baseus,SURVEILLANCE CAMERA,S0TW002132,6.93E+12,489
