Manufacturer Brand,MPN,Description,Dealer ex GST
Alfatron,ALF-USBC 2M     ,"Alfatron USB 4.0 Type-C to Type-C Full 8k@60Hz 2M Cable, 40Gbps, 240W. Transmits audio, video, data & can charge compatible USB-C devices up to 240w. Allows for quick data transfer",158
Alfatron,ALF-USBC 3M     ,"Alfatron USB 4.0 Type-C to Type-C Full 8k@60Hz 3M Cable, 40Gbps, 240W. Transmits audio, video, data & can charge compatible USB-C devices up to 240w. Allows for quick data transfer",196
Alfatron,ALF-USBC 5M  ,"Alfatron USB 4.0 Type-C to Type-C Full 5k@60Hz 5M Cable, 20Gbps, 240W. Transmits audio, video, data & can charge compatible USB-C devices up to 240w. Allows for quick data transfer",278
Alfatron,HDMI 0.6M,"Alfatron HDMI Cable, 0.6m, HDMI2.0, HDCP 2.2, ARC, Low Latency 18Gbps, 4K60(4:4:4), 28AWG,",12
Alfatron,HDMI 1M ,"Alfatron HDMI Cable, 1m, HDMI2.0, HDCP 2.2, ARC, Low Latency 18Gbps, 4K60(4:4:4), 28AWG,",14
Alfatron,HDMI 2M,"Alfatron HDMI Cable, 2m, HDMI2.0, HDCP 2.2, ARC, Low Latency 18Gbps, 4K60(4:4:4), 28AWG,",19
Alfatron,HDMI 3M ,"Alfatron HDMI Cable, 3m, HDMI2.0, HDCP 2.2, ARC, Low Latency 18Gbps, 4K60(4:4:4), 28AWG,",24
Alfatron,HDMI 5M ,"Alfatron HDMI Cable, 5m, HDMI2.0, HDCP 2.2, ARC, Low Latency 18Gbps, 4K60(4:4:4), 26AWG,",41
Alfatron,HDMI 10M ,"Alfatron HDMI Cable, 10m, HDMI2.0, HDCP 2.2, ARC, Low Latency 18Gbps, 4K60(4:4:4), 24AWG.",166
Alfatron,HDMI 15M ,"Alfatron HDMI Cable, 15m, HDMI2.0, HDCP 2.2, ARC, Low Latency 18Gbps, 4K60(4:4:4), 24AWG, Unidirectional.",227
Alfatron,ALFHDFK23 ,"Alfatron Fibre HDMI, 23m, HDMI2.0, HDCP 2.2, ARC, Low Latency 18Gbps, 4K60(4:4:4)",345
Alfatron,ALFHDFK40,"Alfatron Fibre HDMI, 40m, HDMI2.0, HDCP 2.2, ARC, Low Latency 18Gbps, 4K60(4:4:4)",658
Alfatron,ALF-8KHDMI 0.6m      ,"Alfatron 0.6M HDMI cable HDMI 2.1, HDCP2.2 & 2.3, Full 8k@60Hz, 4K@120HZ 48Gbps Supports HDR & eARC",17
Alfatron,ALF-8KHDMI 1M      ,"Alfatron 1M HDMI cable HDMI 2.1, HDCP2.2 & 2.3, Full 8k@60Hz, 4K@120HZ 48Gbps Supports HDR & eARC",19
Alfatron,ALF-8KHDMI 2M      ,"Alfatron 2M HDMI cable HDMI 2.1, HDCP2.2 & 2.3, Full 8k@60Hz, 4K@120HZ 48Gbps Supports HDR & eARC",27
Alfatron,ALF-HDMI 3M          ,"Alfatron 3M HDMI cable HDMI 2.1, HDCP2.2 & 2.3, Full 8k@60Hz, 4K@120HZ 48Gbps Supports HDR & eARC",39
Alfatron,ALF-8KHDMI 5M   ,"Alfatron 5M HDMI cable HDMI 2.1, HDCP2.2 & 2.3, Full 8k@60Hz, 4K@120HZ 48Gbps Supports HDR & eARC",78
AudioFetch,FETCH EXPRESS V5,"Two channel AudioFetch model with integrated DUAL 2.4GHz and 5GHz band WIFI. Puts 1 stereo or 2 mono Audio channels onto integrated AudioFetch WIFI or as client to existing facility WIFI. Mic input. Low Latency (115ms).  Users download App for free. Accepts analogue, optical, or digital coax. Free analogue (RCA and headphone), optical, coax, and USB cables. Install up to 6 in a network for quick wireless installation. No monthly fee. Includes free ad and usage portal. Small enclosure. Can handle up to 100 users",1129
AudioFetch,FETCHEX-A01,"Single Input AudioFetch model with integrated WIFI. Puts 1 stereo or 2 mono Audio channels onto integrated AudioFetch WIFI or as client to existing facility WIFI. Users download App for free. Accepts analogue, optical, or digital coax. Free analogue (RCA and headphone), optical, coax, and USB cables. Install up to 6 in a network for quick wireless installation. No monthly fee. Includes free ad and usage portal. Small 4.25""x2.5""x1"" enclosure. Can handle up to 100 users (EOL being replaced by FETCH EXPRESS V5)",1009
AudioFetch,FETCH4-AO1,"Puts 4 Audio inputs onto local Wi-Fi. Users download App for free from Google Play/iTunes. Free audio and ethernet cables. Free ad / usage portal included. Accepts analogue, optical, or digital coax for each input. Expandable to 64 inputs. No monthly fee! Small 10""x6""x3"" enclosure. Order optional FETCHRM for rack mount. Can handle up to 250 users",2694
AudioFetch,FETCH8-A01,"Puts 8 Audio inputs onto local Wi-Fi. Users download App for free from Google Play/iTunes. Free audio and ethernet cables. Free ad / usage portal included. Accepts analogue, optical, or digital coax for each input. Expandable to 64 inputs. No monthly fee! Small 10""x6""x3"" enclosure. Order optional FETCHRM for rack mount. Can handle up to 250 users",4155
AudioFetch,FETCH12-A01,"Puts 12 Audio inputs onto local Wi-Fi. Users download App for free from Google Play/iTunes. Free audio and ethernet cables. Free ad / usage portal included. Accepts analogue, optical, or digital coax for each input. Expandable to 64 inputs. No monthly fees! Small 10""x6""x3"" enclosure. Order optional FETCHRM for rack mount. Can handle up to 250 users",5391
AudioFetch,FETCH16-A01,"Puts 16 Audio inputs onto local Wi-Fi. Users download App for free from Google Play/iTunes. Free audio and ethernet cables. Free ad / usage portal included. Accepts analogue, optical, or digital coax for each input. Expandable to 64 inputs. No monthly fee! Small 10""x6""x3"" enclosure. Order optional FETCHRM for rack mount. Can handle up to 250 users",6402
AudioFetch,FETCH4CHADD,Additional 4 channel expander module for FETCH Series models up to 32 channel available and systems are configurable up to 64 channels,2022
AudioFetch,FETCHRM,"Rack Rails for standard 19"" rack space mounting of a single AudioFetch chassis (6"" height). Power, audio, and ethernet cables exit front of rack.",83
AudioFetch,FETCH4-250,"Puts 4 Audio inputs onto local Wi-Fi. Users download App for free from Google Play/iTunes. Free audio and ethernet cables. Free ad / usage portal included. Accepts analogue, optical, or digital coax for each input. Expandable to 64 inputs. No monthly fee! Small 10""x6""x3"" enclosure. Order optional FETCHRM for rack mount. Can handle up to 250 users",2694
AudioFetch,FETCH4-500,"Puts 4 Audio inputs onto local Wi-Fi. Users download App for free from Google Play/iTunes. Free audio and ethernet cables. Free ad / usage portal included. Accepts analogue, optical, or digital coax for each input. Expandable to 64 inputs. No monthly fee! Small 10""x6""x3"" enclosure. Order optional FETCHRM for rack mount. Can handle up to 500 users",3368
AudioFetch,FETCH4-1000,"Puts 4 Audio inputs onto local Wi-Fi. Users download App for free from Google Play/iTunes. Free audio and ethernet cables. Free ad / usage portal included. Accepts analogue, optical, or digital coax for each input. Expandable to 64 inputs. No monthly fee! Small 10""x6""x3"" enclosure. Order optional FETCHRM for rack mount. Can handle up to 1000 users",4717
AudioFetch,FETCH4-2500,"Puts 4 Audio inputs onto local Wi-Fi. Users download App for free from Google Play/iTunes. Free audio and ethernet cables. Free ad / usage portal included. Accepts analogue, optical, or digital coax for each input. Expandable to 64 inputs. No monthly fee! Small 10""x6""x3"" enclosure. Order optional FETCHRM for rack mount. Can handle up to 2500 users",8761
AudioFetch,FETCH4-5000,"Puts 4 Audio inputs onto local Wi-Fi. Users download App for free from Google Play/iTunes. Free audio and ethernet cables. Free ad / usage portal included. Accepts analogue, optical, or digital coax for each input. Expandable to 64 inputs. No monthly fee! Small 10""x6""x3"" enclosure. Order optional FETCHRM for rack mount. Can handle up to 5000 users",15502
AudioFetch,FETCH4-10000,"Puts 4 Audio inputs onto local Wi-Fi. Users download App for free from Google Play/iTunes. Free audio and ethernet cables. Free ad / usage portal included. Accepts analogue, optical, or digital coax for each input. Expandable to 64 inputs. No monthly fee! Small 10""x6""x3"" enclosure. Order optional FETCHRM for rack mount. Can handle up to 10000 users",28984
Audinate,ADP-DAI-AU-1X0,AUDINATE - DANTE AVIO 1CH ANALOG LINE LEVEL INPUT ADAPTER 1X0,353
Audinate,ADP-DAI-AU-2X0,AUDINATE - DANTE AVIO 2CH ANALOG LINE LEVEL INPUT ADAPTER 2X0,442
Audinate,ADP-DAO-AU-0X1,AUDINATE - DANTE AVIO 1CH ANALOG LINE LEVEL OUTPUT ADAPTER 0X1,353
Audinate,ADP-DAO-AU-0X2,AUDINATE - DANTE AVIO 2CH ANALOG LINE LEVEL OUTPUT ADAPTER 0X2,442
Audinate,ADP-USBC-AU-2X2,"AUDINATE - DANTE AVIO USB-C IO ADAPTER 2 x 2, suitable for mobile phones and tablets",353
Audinate,ADP-BT-AU-2X1,"AUDINATE - DANTE AVIO BLUETOOTH receiver, ideal for laptops or mobile devices",578
Bettear,B-CASTER-10,"The B-CASTER 10 is a compact and reliable Auracast™ transmitter, designed to deliver crystal-clear, low-latency audio directly to hearing aids, cochlear implants, and other Auracast™-compatible hearing devices.  Available in black or white. ",3153
Bettear,B-RTX Duplex10,"Bettear B-RTX is an Auracast Transceiver 
",991
Bettear,B-RTX Duplex10+,"Bettear B-RTX is an Auracast Transceiver with SD Media playback, ",1306
Bettear,B-RTX Experience,"Auracast RTX Experience audio receiver. 
Compatible with most Auracast™ transmitters, including Bettear B-Caster
Available in black (-B), blue (-BL), and grey (-GR)
",675
Bettear,B-RTX Experience+,"Auracast RTX Experience audio receiver with NFC support for secure listening
Auracast™ receiver with integrated NFC
Secure access pairing via B-PASS
Low latency (<40 ms) for real-time, lag-free audio
3.5 mm jack for headphones or neck loop
Up to 10 hours of battery life
Sturdy build for reliable, long-term use
Compatible with most Auracast™ transmitters, including Bettear B-Caster
Available in black (-B), blue (-BL), and grey (-GR)",765
Bettear,B-PASS,"Allows for secure pairing with B-RTX Experience+ receiver. 
Simple pairing – Connect via NFC or QR code
Manual passcode control – Generate a new code with an admin NFC key
Auto-reset option – Automatically generates a new passcode when no audio is detected
Flexible installation – Use wall-mounted or placed on a desk
Power supply options – Supports both PoE and DC input
Versatile connectivity – Works wired or wirelessly with B-CASTER
Strong security – 16-character access codes for maximum protection
Device compatibility – Optimized for use with NFC-equipped B-RTX receivers and transceivers, such as the Experience+
Available in black",2207
Bettear,B-SmartHive,"B-SmartHive 10-position charger for B-RTX devices
Desktop and rack-mount installation flexibility (rack mount sold separately)
Magnetic docking for quick and secure placement
Overcharge protection for safe, unattended charging
Scalable system – multiple units can be deployed together
Compatible with SmartHive Manager and SmartHive Manager+ software (sold separately)
Ethernet connectivity for network integration
Available in black
",1914
Bettear,B-SH-RACK,"19"" Rack mount adapter for B-SmartHive. One required per SmartHive.
",121
Bettear,SmartHive Manager,"Auracast Basic managing software for B-SmartHive
",234
Bettear,SmartHive Manager +,"Auracast Advanced managing software for B-SmartHive
",3983
Bettear,GTA-HS2,"Univox GoTalk Headset. Single-sided headset with boom microphone. Comfortable leatherette ear cushion and adjustable headband. Bi-directional, noise-cancelling microphone. Suitable for all GoTalk transceivers. 1m cord, 3.5mm TRRS connector. ",111
Bettear,GTA-HP1,Univox headphones for GTA-R in listen-only mode. Comfortable leatherette ear cushions and adjustable headband. Replaceable cushions for hygiene and longevity. 1m cable with stereo 3.5mm plug. ,72
Bettear,NeckLoop V2,UNIVOX Neck loop. Personal neck-worn induction loop for hearing aid users. 20cm cord (for use with lanyard worn receiver) plus 70cm extension cord (for when receiver is in pocket) terminated in a 3.5mm jack. Soft outer jacket for all-day comfort. ,158
Bosch,U30:1M-EU,"Mixer amplifier 30W, 4 inputs - 2 aux and 2 mic/ line options with phantom power,  4?, 8?, 70 V and 100 V, EMG override input, Contact override for PLE-1CS call station (Mic 1) with 2-tone chime, Selectable 120 Hz high-pass filters, ½ rack, Bass & Treble controls, Voice-over ducking from Mic 2, EMG inputs, Remote power OFF (Stand by)",432
Bosch,U60:1M-EU,"Mixer amplifier 60W, 4 inputs - 2 aux and 2 mic/ line options with phantom power,  4?, 8?, 70 V and 100 V, EMG override input, Contact override for PLE-1CS call station (Mic 1) with 2-tone chime, Selectable 120 Hz high-pass filters, ½ rack, Bass & Treble controls, Voice-over ducking from Mic 2, EMG inputs, Remote power OFF (Stand by)",532
Bosch,U120:1M-EU,"Mixer amplifier 120W, 4 inputs - 2 aux and 2 mic/ line options with phantom power,  4?, 8?, 70 V and 100 V, EMG override input, Contact override for PLE-1CS call station (Mic 1) with 2-tone chime, Selectable 120 Hz high-pass filters, ½ rack, Bass & Treble controls, Voice-over ducking from Mic 2, EMG inputs, Remote power OFF (Stand by)",716
Bosch,U240:1M-EU,"Mixer amplifier 240W, 4 inputs - 2 aux and 2 mic/ line options with phantom power,  4?, 8?, 70 V and 100 V, EMG override input, Contact override for PLE-1CS call station (Mic 1) with 2-tone chime, Selectable 120 Hz high-pass filters, ½ rack, Bass & Treble controls, Voice-over ducking from Mic 2, EMG inputs, Remote power OFF (Stand by)",898
Bosch,U120:1-EU,"Power amplifier 120W 1 channel, 4?, 8?, 70 V and 100 V, <10 Hz — 22 kHz, Bass & Treble controls, 1/2 rack format, EMG override input, Contact override with 2-tone chime, 120 Hz high-pass filter, Remote activation of standby mode with Remote OFF (Stand by), enhancing energy efficiency",632
Bosch,U240:1-EU,"Power amplifier 240W 1 channel,  4?, 8?, 70 V and 100 V, <10 Hz — 22 kHz, Bass & Treble controls, 1/2 rack format, EMG override input, Contact override with 2-tone chime, 120 Hz high-pass filter, Remote activation of standby mode with Remote OFF (Stand by), enhancing energy efficiency",732
Bosch,PLE-1MA030,"Bosch 30W Mixer Amplifier. 4 Mic/Line inputs (XLR), 3 Music Inputs (dual RCA). Inputs 1 and 2 can have priority over other mic and music inputs. Input 1 will accept a PTT (push to talk) contact closure (or via PLE-1CS/PLE-1SCS paging mic). Input 1 can be set to activate a pre-announce chime. Input 2 can be set for VOX muting. Emergency override input (Line Level or 100V), Optional wall plate for source selection and zone on/off (PLE-WP3S2Z). Adjustable ducking level. Phantom Power (16V). 100V and 8 Ohm outputs. Also includes ""Call Only"" 100V output for priority announcements only. Front panel meters. Customisable user labels and knob setting pins to indicate suggested level setting. Front panel Bass and Treble. 2RU. EOL",426
Bosch,PLE-1MA060,"Bosch 60W Mixer Amplifier. 4 Mic/Line inputs (XLR), 3 Music Inputs (dual RCA). Inputs 1 and 2 can have priority over other mic and music inputs. Input 1 will accept a PTT (push to talk) contact closure (or via PLE-1CS/PLE-1SCS paging mic). Input 1 can be set to activate a pre-announce chime. Input 2 can be set for VOX muting. Emergency override input (Line Level or 100V), Optional wall plate for source selection and zone on/off (PLE-WP3S2Z). Adjustable ducking level. Phantom Power (16V). 100V and 8 Ohm outputs. Also includes ""Call Only"" 100V output for priority announcements only. Front panel meters. Customisable user labels and knob setting pins to indicate suggested level setting. Front panel Bass and Treble. 2RU. EOL",545
Bosch,PLE-1MA120,"Bosch 120W Mixer Amplifier. 4 Mic/Line inputs (XLR), 3 Music Inputs (dual RCA). Inputs 1 and 2 can have priority over other mic and music inputs. Input 1 will accept a PTT (push to talk) contact closure (or via PLE-1CS/PLE-1SCS paging mic). Input 1 can be set to activate a pre-announce chime. Input 2 can be set for VOX muting. Emergency override input (Line Level or 100V), Optional wall plate for source selection and zone on/off (PLE-WP3S2Z). Adjustable ducking level. Phantom Power (16V). 100V and 8 Ohm outputs. Also includes ""Call Only"" 100V output for priority announcements only. Front panel meters. Customisable user labels and knob setting pins to indicate suggested level setting. Front panel Bass and Treble. 2RU. EOL",687
Bosch,PLE-2MA120,"Bosch 120W Dual Zone Mixer Amplifier. 6 Mic/Line inputs (XLR), 1 x Call Station Input (PLE-2CS two zone mic), 3 Music Inputs (dual RCA). Single 120W amplifier with two zone outputs, plus ""Call Only"" priority output. Music can be switched on/off to each zone via front panel or wall panel. Inputs 1 and 2 can have priority over other mic and music inputs. Input 1 will accept a PTT (push to talk) contact closure (or via PLE-1CS/PLE-1SCS paging mic). Input 1 can be set to activate a pre-announce chime. Input 2 can be set for VOX muting. Emergency override input (Line Level or 100V), Optional wall plate for source selection and zone on/off (PLE-WP3S2Z). Adjustable ducking level. Phantom Power (16V). 100V and 8 Ohm outputs. Also includes ""Call Only"" 100V output for priority announcements only. Front panel meters. Customisable user labels and knob setting pins to indicate suggested level setting. Front panel Bass and Treble for Mics and for Music Selection. Mains or 24V operation. 2RU.",1065
Bosch,PLE-2MA240,"Bosch 240W Dual Zone Mixer Amplifier. 6 Mic/Line inputs (XLR), 1 x Call Station Input (PLE-2CS two zone mic), 3 Music Inputs (dual RCA). Single 240W amplifier with two zone outputs, plus ""Call Only"" priority output. Music can be switched on/off to each zone via front panel or wall panel. Inputs 1 and 2 can have priority over other mic and music inputs. Input 1 will accept a PTT (push to talk) contact closure (or via PLE-1CS/PLE-1SCS paging mic). Input 1 can be set to activate a pre-announce chime. Input 2 can be set for VOX muting. Emergency override input (Line Level or 100V), Optional wall plate for source selection and zone on/off (PLE-WP3S2Z). Adjustable ducking level. Phantom Power (16V). 100V and 8 Ohm outputs. Also includes ""Call Only"" 100V output for priority announcements only. Front panel meters. Customisable user labels and knob setting pins to indicate suggested level setting. Front panel Bass and Treble for Mics and for Music Selection. Mains or 24V operation. 2RU.",1563
